"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US19159","Ringgold County, Iowa","1844","100","1.8","1.1","3.7","1.5","8.5","2.4","11.3","3.0","12.4","3.1","16.9","3.0","15.9","4.9","18.0","3.2","4.6","2.0","6.9","2.3","67898","7360","85147","7340","36.2","(X)","(X)","(X)","(X)","(X)","1200","79","1.5","1.6","0.0","2.1","3.3","1.8","7.3","2.8","14.8","3.7","13.9","3.3","20.6","6.1","24.6","4.2","7.3","2.8","6.8","2.6","84615","4744","99615","9548","(X)","(X)","40.4","(X)","(X)","(X)","1001","96","0.0","2.5","0.0","2.5","3.0","1.8","2.9","1.6","12.9","3.7","14.5","3.7","21.9","6.7","29.2","4.8","8.8","3.3","6.9","3.0","89625","7862","N","N","(X)","(X)","(X)","(X)","(X)","(X)","644","85","2.3","1.7","10.7","4.3","18.2","5.7","18.8","6.1","10.4","4.7","22.5","5.1","7.0","4.3","3.4","3.6","0.9","1.2","5.7","4.1","35000","4067","55081","8837","(X)","(X)","(X)","(X)","27.6","(X)",
"0500000US19161","Sac County, Iowa","4210","125","2.6","0.9","4.5","1.5","10.0","2.2","7.1","1.5","11.2","1.8","19.3","1.9","14.9","2.4","18.9","2.8","6.4","1.8","5.0","1.3","68778","4041","88446","5722","38.6","(X)","(X)","(X)","(X)","(X)","2728","139","1.6","1.2","1.1","0.5","5.9","2.5","3.0","1.0","11.4","2.4","19.5","3.0","15.8","2.8","26.5","3.8","8.5","2.3","6.7","1.9","87162","6152","105371","7237","(X)","(X)","37.6","(X)","(X)","(X)","2274","136","0.6","0.7","0.4","0.3","4.2","2.3","2.2","1.0","9.3","2.2","18.7","2.9","17.8","3.2","29.4","4.3","9.6","2.7","7.8","2.3","94539","6110","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1482","150","6.3","2.2","11.1","4.0","17.7","4.1","15.2","3.8","10.3","3.4","20.2","3.8","11.6","4.1","3.0","1.4","2.6","2.3","2.0","1.6","34773","6843","54259","8311","(X)","(X)","(X)","(X)","39.9","(X)",
"0500000US19163","Scott County, Iowa","71436","665","4.8","0.6","3.3","0.4","6.9","0.8","7.7","0.7","10.8","0.8","17.9","1.1","12.7","0.9","18.9","1.1","8.2","0.7","8.8","0.8","72792","1910","98290","2883","32.7","(X)","(X)","(X)","(X)","(X)","44298","867","3.3","0.7","1.4","0.4","4.2","0.8","5.0","0.9","8.1","1.1","16.3","1.3","14.4","1.2","23.4","1.4","11.7","0.9","12.3","1.2","94696","3301","118927","4142","(X)","(X)","34.0","(X)","(X)","(X)","33394","863","0.8","0.3","0.5","0.2","2.0","0.5","2.6","0.8","5.2","0.9","14.2","1.2","16.0","1.3","28.3","1.7","15.0","1.2","15.3","1.4","113229","3078","137063","4483","(X)","(X)","(X)","(X)","(X)","(X)","27138","827","8.4","1.3","6.8","1.0","12.4","1.5","12.2","1.3","16.1","1.6","19.9","2.0","9.0","1.1","10.0","1.4","2.2","0.6","2.9","1.0","44052","1654","61107","4349","(X)","(X)","(X)","(X)","29.2","(X)",
"0500000US19165","Shelby County, Iowa","4933","151","3.8","1.5","3.3","1.2","10.0","2.6","5.7","1.5","13.3","2.7","17.8","3.3","12.8","2.7","18.0","2.9","6.4","1.8","8.9","2.9","70295","10749","91452","8350","38.9","(X)","(X)","(X)","(X)","(X)","3148","208","2.1","1.3","1.7","1.2","6.2","3.4","3.6","1.6","9.1","2.5","17.0","3.7","15.6","3.9","23.5","4.2","9.1","2.7","12.0","4.3","90041","8519","112021","12385","(X)","(X)","39.4","(X)","(X)","(X)","2705","222","0.5","0.4","0.7","0.6","5.8","3.8","3.1","1.4","7.3","2.4","16.0","3.7","16.5","4.5","26.6","4.9","10.0","3.1","13.6","4.9","100296","12450","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1785","226","7.1","3.3","7.7","3.1","18.6","5.3","9.7","3.3","19.9","6.3","19.2","5.3","6.1","2.8","6.9","2.7","1.3","0.9","3.5","2.9","38428","1991","51926","6148","(X)","(X)","(X)","(X)","37.8","(X)",
"0500000US19167","Sioux County, Iowa","12462","152","3.0","0.9","2.9","0.9","6.0","1.4","6.3","1.7","9.7","1.6","18.3","2.4","16.2","2.1","21.9","2.4","7.7","1.4","7.9","1.4","81914","3176","98083","3665","31.4","(X)","(X)","(X)","(X)","(X)","8916","338","1.0","0.5","1.0","0.6","2.0","1.0","3.5","1.0","7.0","1.9","18.7","2.8","19.4","2.5","27.9","3.0","9.0","1.8","10.5","1.9","95737","3909","115400","4446","(X)","(X)","29.9","(X)","(X)","(X)","8052","353","0.6","0.4","0.2","0.2","1.8","1.1","2.4","0.8","5.6","1.7","18.2","3.0","19.9","2.7","30.0","3.2","9.7","1.9","11.5","2.0","101836","4345","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3546","323","8.2","3.1","8.9","3.3","16.4","4.4","15.2","5.5","16.2","3.9","15.2","3.7","10.1","3.5","4.7","1.6","4.4","3.0","0.7","0.6","36130","5756","50909","5138","(X)","(X)","(X)","(X)","32.3","(X)",
"0500000US19169","Story County, Iowa","38412","519","7.4","1.3","4.8","0.9","8.1","1.2","6.8","1.0","10.8","0.9","18.4","1.6","12.8","1.4","15.6","1.3","7.8","0.9","7.5","0.9","66197","2497","89244","3672","31.1","(X)","(X)","(X)","(X)","(X)","18783","569","1.9","0.6","1.7","0.8","2.9","1.1","2.8","0.9","6.4","1.2","15.4","1.9","14.2","1.8","25.4","2.2","14.5","1.8","14.7","1.9","109432","5237","131451","7281","(X)","(X)","26.7","(X)","(X)","(X)","15548","475","0.6","0.3","0.4","0.2","1.4","0.4","1.6","0.5","4.6","1.0","14.6","1.8","13.9","1.8","28.7","2.4","16.5","2.0","17.6","2.2","120592","3175","146740","7796","(X)","(X)","(X)","(X)","(X)","(X)","19629","670","12.8","2.4","7.9","1.7","13.4","2.1","11.1","1.8","14.7","1.7","21.6","2.4","11.0","2.1","5.5","1.3","1.2","0.6","0.7","0.4","39798","4366","47693","3167","(X)","(X)","(X)","(X)","34.9","(X)",
"0500000US19171","Tama County, Iowa","6703","151","4.7","1.1","4.5","1.3","8.7","1.7","6.8","1.5","12.6","1.8","19.8","2.0","14.5","1.7","19.0","2.1","5.3","1.2","4.1","1.1","65483","3299","81745","4496","32.2","(X)","(X)","(X)","(X)","(X)","4597","184","4.5","1.4","1.6","0.8","4.7","1.8","5.2","1.8","10.1","1.9","20.5","2.7","17.7","2.3","24.0","2.8","6.1","1.3","5.6","1.6","78503","4022","93230","5827","(X)","(X)","31.6","(X)","(X)","(X)","3603","143","1.4","0.8","0.8","0.8","2.6","1.3","3.7","1.7","9.3","2.1","21.0","2.6","19.2","2.7","27.9","3.5","7.4","1.6","6.7","2.0","88525","4292","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2106","181","6.7","2.0","11.2","3.7","19.3","4.4","12.3","2.8","16.2","3.2","19.0","3.4","5.9","2.0","6.0","1.9","2.5","1.2","0.9","0.9","35543","4258","47855","4143","(X)","(X)","(X)","(X)","33.2","(X)",
"0500000US19173","Taylor County, Iowa","2442","82","3.9","1.6","4.5","1.2","7.4","2.0","9.3","2.2","13.2","2.5","18.1","2.8","17.0","3.0","15.4","3.4","7.0","2.9","4.2","1.4","65926","5781","79167","6074","35.3","(X)","(X)","(X)","(X)","(X)","1526","101","1.6","1.1","1.3","0.9","4.3","1.9","7.3","2.8","13.8","3.0","17.4","3.5","21.2","4.0","18.9","4.2","7.9","2.9","6.3","2.1","76854","2621","92891","7080","(X)","(X)","30.8","(X)","(X)","(X)","1253","105","1.8","1.3","0.7","0.7","3.9","2.3","6.9","3.2","10.8","3.2","16.4","4.0","23.4","4.4","20.8","4.5","7.7","3.0","7.7","2.6","82125","9259","N","N","(X)","(X)","(X)","(X)","(X)","(X)","916","97","7.6","3.4","10.2","3.2","12.7","4.2","14.7","4.3","14.0","4.0","17.7","4.5","9.4","3.8","7.8","5.3","5.7","5.0","0.3","0.4","40789","7787","52509","8680","(X)","(X)","(X)","(X)","40.6","(X)",
"0500000US19175","Union County, Iowa","4979","181","4.6","1.9","3.3","1.3","10.9","3.3","10.4","2.4","14.7","2.7","17.7","3.2","16.8","3.5","13.5","2.7","4.9","1.8","3.1","1.2","56495","3495","72410","4633","34.4","(X)","(X)","(X)","(X)","(X)","2981","173","3.5","2.5","1.8","1.3","4.5","1.9","9.8","3.1","10.6","3.0","17.3","4.0","21.3","4.9","19.1","3.8","7.9","2.9","4.4","1.8","78482","6728","88635","5998","(X)","(X)","33.9","(X)","(X)","(X)","2356","187","0.3","0.5","1.4","1.3","2.0","1.3","7.8","3.2","10.7","3.3","17.4","4.1","22.1","4.3","23.0","4.3","9.8","3.6","5.4","2.2","87677","4638","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1998","219","8.0","3.7","5.6","2.4","21.5","6.5","13.7","4.1","21.3","5.4","17.3","4.6","6.5","3.0","4.6","2.2","0.5","0.4","1.2","1.5","35556","3989","44658","6326","(X)","(X)","(X)","(X)","33.1","(X)",
"0500000US19177","Van Buren County, Iowa","2842","110","5.1","1.8","4.8","1.6","9.4","2.5","7.8","2.0","12.0","2.6","26.6","4.3","9.6","2.2","16.0","3.2","3.9","1.5","4.9","1.9","58417","2717","79818","8731","40.2","(X)","(X)","(X)","(X)","(X)","1860","122","4.4","2.6","0.8","0.7","4.8","2.6","6.8","2.2","12.1","2.9","27.0","4.7","13.0","3.1","19.0","4.2","5.7","2.2","6.5","2.8","70893","4813","95420","12329","(X)","(X)","40.2","(X)","(X)","(X)","1565","111","3.4","2.8","0.4","0.5","1.0","0.8","4.9","2.1","10.9","3.2","29.1","5.7","14.8","3.6","21.3","4.7","6.6","2.6","7.5","3.3","75511","10737","N","N","(X)","(X)","(X)","(X)","(X)","(X)","982","122","7.1","2.8","12.3","4.4","19.8","5.2","10.5","4.1","14.1","4.4","24.8","6.0","2.7","1.7","6.5","5.4","0.3","0.4","1.8","2.1","35221","8556","45958","7375","(X)","(X)","(X)","(X)","39.4","(X)",
"0500000US19179","Wapello County, Iowa","14193","246","6.2","1.7","5.6","1.3","10.5","2.2","7.6","1.3","13.6","1.9","19.6","2.2","12.6","2.1","14.1","1.7","7.7","1.5","2.5","0.8","56209","2477","72293","3604","33.5","(X)","(X)","(X)","(X)","(X)","9261","358","5.0","1.9","3.4","1.3","7.8","2.7","8.0","2.0","10.7","1.9","20.3","3.0","14.1","2.5","18.1","2.3","9.8","2.3","2.7","0.7","67016","4390","81312","4418","(X)","(X)","34.2","(X)","(X)","(X)","6583","353","2.9","2.1","1.1","0.8","3.1","1.2","5.6","2.0","8.6","1.7","20.2","3.7","17.2","3.3","24.5","3.1","13.6","3.2","3.2","0.9","84678","5004","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4932","379","10.7","3.5","8.9","2.2","14.6","2.8","9.9","2.5","19.1","4.0","17.8","3.8","9.3","3.1","5.0","2.0","2.5","1.9","2.1","2.0","39274","3635","51493","7033","(X)","(X)","(X)","(X)","29.8","(X)",
"0500000US19181","Warren County, Iowa","19906","307","3.4","0.8","2.2","0.6","4.3","0.9","6.9","1.3","8.5","1.2","16.7","1.9","13.5","1.4","23.7","1.9","11.9","1.5","8.9","1.0","89741","3923","105626","3559","28.7","(X)","(X)","(X)","(X)","(X)","13798","459","1.2","0.6","1.2","0.5","1.8","0.7","3.6","1.2","6.8","1.4","14.8","2.2","14.5","1.8","28.9","2.7","15.5","2.1","11.8","1.4","107434","3558","123993","4554","(X)","(X)","29.5","(X)","(X)","(X)","11184","417","0.3","0.2","0.6","0.4","0.9","0.5","1.8","0.8","4.3","1.1","12.5","2.0","14.7","2.1","32.7","2.8","18.0","2.3","14.2","1.7","118505","7505","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6108","485","8.9","2.4","5.3","1.9","10.2","2.7","14.4","3.4","14.6","3.0","20.7","4.0","11.2","2.6","10.7","3.7","2.8","1.4","1.2","0.7","46786","5507","58961","5709","(X)","(X)","(X)","(X)","26.0","(X)",
"0500000US19183","Washington County, Iowa","8922","173","2.7","0.9","2.8","1.1","6.1","1.3","7.3","1.5","13.4","2.1","20.3","2.5","14.7","2.1","21.3","3.0","6.1","1.3","5.2","1.3","71122","4067","87585","4686","33.3","(X)","(X)","(X)","(X)","(X)","6131","257","1.9","1.2","1.2","0.8","2.3","0.9","3.9","1.4","10.1","2.1","22.5","3.1","15.3","2.6","27.7","3.8","7.8","1.7","7.2","1.8","86333","5395","101502","4965","(X)","(X)","32.9","(X)","(X)","(X)","4931","294","1.1","0.8","0.5","0.5","0.7","0.5","2.6","1.3","10.1","2.3","20.4","3.8","15.5","2.9","30.7","4.4","9.5","2.0","9.0","2.2","98327","6909","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2791","292","4.6","1.9","6.5","2.9","15.7","3.7","16.2","4.1","23.3","4.3","17.4","3.8","8.5","2.7","5.7","2.3","1.8","1.6","0.5","0.6","39302","2537","51793","8328","(X)","(X)","(X)","(X)","31.5","(X)",
"0500000US19185","Wayne County, Iowa","2531","92","3.0","1.4","4.6","1.3","9.5","2.3","8.9","1.9","17.8","2.7","18.8","3.2","16.7","3.1","14.4","2.5","2.3","1.1","4.1","1.8","58257","5920","80360","8868","32.6","(X)","(X)","(X)","(X)","(X)","1646","97","1.7","1.2","1.1","0.7","5.4","2.4","5.2","2.1","15.7","2.8","20.2","3.6","20.9","4.4","20.8","3.8","3.5","1.7","5.7","2.8","77570","6789","99106","14385","(X)","(X)","34.8","(X)","(X)","(X)","1392","92","1.1","0.9","0.6","0.6","1.4","0.8","4.0","2.0","15.0","3.0","21.3","4.0","22.7","4.9","23.1","4.4","4.1","2.0","6.7","3.3","81450","4181","N","N","(X)","(X)","(X)","(X)","(X)","(X)","885","104","5.5","2.8","12.0","3.4","17.3","4.3","15.6","4.0","23.1","5.7","16.5","5.2","6.9","3.1","1.9","1.2","0.0","2.8","1.2","1.4","34806","2483","43668","6810","(X)","(X)","(X)","(X)","28.4","(X)",
"0500000US19187","Webster County, Iowa","15582","285","5.7","1.5","3.5","1.0","9.5","1.5","9.4","1.9","11.6","1.5","18.4","2.3","16.0","2.0","15.5","2.2","6.0","1.2","4.4","0.8","65335","3112","79761","4188","42.4","(X)","(X)","(X)","(X)","(X)","8691","350","4.1","1.8","0.5","0.3","5.0","1.7","5.8","2.1","9.8","2.4","16.3","2.3","21.0","3.5","22.7","3.1","9.0","1.6","5.8","1.2","82733","3264","97642","5645","(X)","(X)","43.0","(X)","(X)","(X)","6427","348","3.1","2.1","0.1","0.2","2.9","1.2","3.7","1.9","5.4","1.4","15.8","2.7","22.0","3.7","27.7","3.7","11.7","2.1","7.7","1.6","97157","6941","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6891","415","7.9","2.3","7.4","2.0","17.2","3.3","12.8","3.0","16.6","3.0","19.7","4.0","9.2","2.4","5.7","2.3","1.0","0.7","2.6","1.4","38369","5032","53930","5669","(X)","(X)","(X)","(X)","39.1","(X)",
"0500000US19189","Winnebago County, Iowa","4511","137","4.6","1.6","4.4","1.8","7.8","2.3","9.1","2.6","13.4","2.3","19.7","3.1","14.2","3.0","16.8","2.7","4.1","1.3","5.9","1.8","62853","9365","81985","6727","29.1","(X)","(X)","(X)","(X)","(X)","2721","176","1.9","1.2","2.2","1.6","1.1","0.6","7.1","3.0","11.1","2.9","19.8","4.3","16.5","4.2","25.2","4.1","6.1","1.9","9.0","2.9","86098","5162","104949","8985","(X)","(X)","25.0","(X)","(X)","(X)","2111","176","0.4","0.5","0.3","0.5","0.8","0.6","3.3","1.4","6.7","2.8","19.2","4.4","19.0","4.8","30.9","4.9","7.8","2.5","11.6","3.7","100164","7415","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1790","168","9.4","3.5","8.9","3.9","18.4","5.5","12.2","4.6","18.5","4.7","17.9","5.2","9.6","4.9","3.2","2.0","0.7","1.0","1.2","1.2","37798","9642","44588","5264","(X)","(X)","(X)","(X)","35.1","(X)",
"0500000US19191","Winneshiek County, Iowa","8218","178","3.5","1.7","2.6","1.0","7.4","1.7","8.7","1.8","12.6","1.9","18.8","2.6","16.1","2.0","18.3","2.1","6.2","1.3","5.8","1.6","67770","6161","90134","6502","34.8","(X)","(X)","(X)","(X)","(X)","5250","263","1.0","0.5","0.8","0.8","5.2","1.9","5.9","2.0","8.9","2.2","18.6","3.1","18.3","2.3","24.9","3.2","9.2","2.0","7.2","2.2","88023","7405","110165","9974","(X)","(X)","35.1","(X)","(X)","(X)","4526","254","1.0","0.6","0.9","0.9","3.9","1.9","4.9","2.1","7.2","2.0","17.3","3.0","18.2","2.3","27.8","3.5","10.6","2.3","8.3","2.6","95233","4631","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2968","273","8.0","4.3","5.9","2.3","11.6","3.3","13.5","2.9","20.6","4.4","20.7","4.6","9.5","2.8","6.1","2.2","0.9","0.9","3.3","2.1","41725","3898","53292","5483","(X)","(X)","(X)","(X)","34.1","(X)",
"0500000US19193","Woodbury County, Iowa","40299","366","4.7","0.8","4.1","0.9","8.5","1.3","8.7","1.1","11.6","1.0","16.4","1.6","12.7","1.2","20.2","1.6","7.7","1.0","5.3","0.7","68399","2126","85370","2002","49.2","(X)","(X)","(X)","(X)","(X)","25848","723","3.7","1.0","1.9","0.8","5.4","1.1","5.9","1.0","10.4","1.3","15.9","1.9","14.4","1.4","24.8","2.0","10.7","1.5","6.9","1.0","86194","4235","99397","2757","(X)","(X)","48.4","(X)","(X)","(X)","18249","734","0.9","0.5","0.8","0.6","2.2","0.9","3.8","1.2","8.1","1.5","14.9","1.7","16.7","1.7","28.8","2.4","14.2","2.0","9.5","1.4","103249","2839","116998","3706","(X)","(X)","(X)","(X)","(X)","(X)","14451","746","8.2","1.7","8.3","2.0","16.5","2.8","15.5","2.6","14.9","1.9","16.9","2.9","8.0","1.8","8.2","2.0","1.6","0.5","2.0","0.7","36361","3093","53058","3466","(X)","(X)","(X)","(X)","49.5","(X)",
"0500000US19195","Worth County, Iowa","3190","92","3.1","1.3","3.5","1.5","7.0","1.8","8.5","2.3","12.9","2.0","18.5","2.8","14.6","2.5","18.4","2.8","7.4","1.6","6.1","1.6","69897","4976","85650","4571","28.7","(X)","(X)","(X)","(X)","(X)","2129","116","1.9","1.3","0.7","0.7","3.2","1.5","5.0","1.9","10.0","2.3","18.8","3.2","17.3","3.1","27.1","4.0","9.5","2.3","6.5","2.0","87750","5959","100807","5235","(X)","(X)","28.7","(X)","(X)","(X)","1744","106","0.2","0.3","0.0","1.4","2.1","1.3","3.6","1.6","9.1","2.7","18.6","3.6","18.7","3.5","28.8","4.3","11.0","2.8","8.0","2.4","95536","7505","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1061","124","7.1","3.2","9.1","4.1","14.8","4.8","16.8","5.2","19.1","4.1","17.0","4.9","7.9","3.1","4.1","2.1","2.5","1.6","1.5","1.3","35918","3257","48521","5669","(X)","(X)","(X)","(X)","27.2","(X)",
"0500000US19197","Wright County, Iowa","5373","138","3.2","1.1","2.8","1.1","9.9","2.6","11.5","2.5","15.9","2.7","18.4","2.7","15.7","2.9","13.1","1.9","5.6","1.7","3.9","1.1","58240","4351","77774","4970","39.4","(X)","(X)","(X)","(X)","(X)","3501","203","5.2","2.2","1.5","1.2","3.6","1.9","12.0","3.2","11.3","3.2","18.2","2.8","17.1","3.5","18.1","2.5","8.0","2.7","5.0","1.6","72665","6828","89209","6492","(X)","(X)","37.6","(X)","(X)","(X)","2707","202","1.3","1.0","0.5","0.5","1.8","1.3","9.0","3.3","10.2","2.8","19.3","3.4","20.6","4.4","21.7","3.1","9.5","3.4","6.3","2.1","81049","4922","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1872","186","5.0","2.9","5.7","2.3","20.0","5.7","11.5","4.1","23.5","6.1","19.8","4.7","10.7","4.3","1.5","1.3","0.9","0.6","1.4","1.0","40100","4493","50216","5874","(X)","(X)","(X)","(X)","38.8","(X)",
"0500000US20001","Allen County, Kansas","4981","198","3.4","1.2","4.8","1.6","11.3","2.8","10.4","3.2","16.5","2.9","19.4","3.4","14.3","2.5","13.6","2.8","4.6","2.0","1.8","0.8","55059","4572","65234","3996","36.2","(X)","(X)","(X)","(X)","(X)","3293","208","4.0","1.7","2.8","1.8","6.1","2.2","6.3","2.3","14.4","3.5","19.4","4.3","19.9","3.7","17.9","3.9","6.5","3.0","2.5","1.2","69781","7026","76969","5203","(X)","(X)","36.4","(X)","(X)","(X)","2334","223","0.5","0.4","1.7","1.5","3.7","2.7","4.4","1.9","9.9","3.2","18.9","4.5","24.6","4.9","23.6","4.6","9.2","4.1","3.5","1.8","88059","3679","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1688","192","4.6","1.8","9.8","4.1","21.4","6.1","17.8","7.5","20.0","5.1","18.2","5.1","4.4","2.8","2.5","1.6","0.9","1.4","0.4","0.5","31875","6043","39319","3902","(X)","(X)","(X)","(X)","34.7","(X)",
"0500000US20003","Anderson County, Kansas","3165","161","2.8","1.6","5.9","2.6","10.4","3.6","14.8","4.5","7.6","2.9","16.1","4.8","20.0","5.2","15.2","4.1","3.2","2.2","4.1","1.9","67651","13849","74368","6408","36.1","(X)","(X)","(X)","(X)","(X)","2205","206","0.7","0.6","6.0","4.0","6.1","3.3","9.5","4.7","6.2","3.2","16.7","5.7","25.7","6.7","18.8","5.3","4.5","3.2","5.9","2.8","79089","5869","88821","8402","(X)","(X)","42.8","(X)","(X)","(X)","1711","203","0.3","0.5","3.5","3.9","5.3","3.3","3.3","3.4","7.0","4.0","16.9","6.6","27.9","7.4","22.8","6.5","5.5","4.0","7.5","3.6","85573","11079","N","N","(X)","(X)","(X)","(X)","(X)","(X)","960","182","8.3","4.8","9.1","6.2","20.4","8.1","23.1","8.7","10.9","5.5","15.7","7.2","5.6","4.4","6.8","6.4","0.0","3.1","0.0","3.1","29009","2219","39295","6545","(X)","(X)","(X)","(X)","20.9","(X)",
"0500000US20005","Atchison County, Kansas","5840","226","6.0","2.4","4.4","2.1","10.9","2.8","7.9","2.4","14.3","2.9","20.7","3.5","10.7","2.6","19.3","3.4","3.3","1.3","2.5","1.2","55281","4814","71685","5464","35.5","(X)","(X)","(X)","(X)","(X)","3857","262","4.4","2.9","1.7","1.4","5.1","2.8","8.1","3.0","10.7","3.0","23.2","4.4","14.4","3.9","24.3","4.3","4.8","1.9","3.3","1.7","70687","6267","83621","6710","(X)","(X)","35.8","(X)","(X)","(X)","2805","264","2.5","1.9","1.3","1.4","2.1","1.9","5.9","3.2","8.3","2.5","21.6","4.6","15.8","4.3","31.6","5.4","6.6","2.7","4.3","2.4","86513","6893","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1983","266","9.2","3.5","10.4","5.7","21.7","6.6","9.6","4.9","19.8","6.1","18.6","5.1","1.5","1.0","7.8","4.1","0.3","0.5","1.0","1.1","34016","9846","46037","10169","(X)","(X)","(X)","(X)","34.5","(X)",
"0500000US20007","Barber County, Kansas","1771","119","4.4","2.1","6.7","2.5","10.5","3.3","7.4","2.2","13.2","3.0","22.0","5.3","13.2","3.6","12.9","3.5","5.8","2.4","3.8","2.2","53774","4419","74541","9421","43.0","(X)","(X)","(X)","(X)","(X)","1072","123","2.7","1.7","4.7","2.8","4.4","3.0","6.9","3.3","11.4","3.7","22.5","6.9","17.3","4.4","16.2","4.7","8.2","3.6","5.8","3.5","71543","6374","90922","14724","(X)","(X)","45.1","(X)","(X)","(X)","909","110","3.0","1.9","4.6","3.4","0.7","0.9","3.6","2.2","11.8","3.9","25.2","7.9","16.6","4.5","18.8","5.4","9.7","4.1","6.1","4.1","75972","10624","N","N","(X)","(X)","(X)","(X)","(X)","(X)","699","98","7.0","4.5","10.0","4.0","19.9","7.0","10.0","3.7","14.0","5.3","21.3","8.2","6.9","6.0","7.9","5.5","2.1","2.1","0.9","1.4","39297","10740","49095","7842","(X)","(X)","(X)","(X)","39.6","(X)",
"0500000US20009","Barton County, Kansas","10055","319","4.1","1.1","4.3","1.3","11.2","2.1","10.1","1.7","15.3","2.5","19.4","3.1","13.8","2.3","13.2","2.0","5.8","1.5","2.8","0.7","54634","2015","72632","4233","41.7","(X)","(X)","(X)","(X)","(X)","6329","331","3.9","1.7","1.1","0.6","5.0","2.1","8.2","2.3","14.9","3.3","18.2","3.9","18.3","3.3","17.5","2.7","8.9","2.4","4.0","1.2","72172","7598","88958","6752","(X)","(X)","41.1","(X)","(X)","(X)","4828","351","1.6","1.1","0.8","0.6","3.0","1.4","5.3","1.5","12.8","3.6","18.3","4.8","21.1","4.1","21.2","3.3","10.9","3.0","5.1","1.5","84659","5348","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3726","356","6.1","1.9","9.5","3.4","22.6","4.7","14.9","3.1","16.3","4.2","20.4","4.8","5.7","2.5","3.1","2.2","0.6","0.6","0.7","0.5","32245","4252","40976","3113","(X)","(X)","(X)","(X)","41.7","(X)",
