"GEO_ID","NAME","B05002_001E","B05002_001M","B05002_002E","B05002_002M","B05002_003E","B05002_003M","B05002_004E","B05002_004M","B05002_005E","B05002_005M","B05002_006E","B05002_006M","B05002_007E","B05002_007M","B05002_008E","B05002_008M","B05002_009E","B05002_009M","B05002_010E","B05002_010M","B05002_011E","B05002_011M","B05002_012E","B05002_012M","B05002_013E","B05002_013M","B05002_014E","B05002_014M","B05002_015E","B05002_015M",
"0500000US01027","Clay County, Alabama","13828","*****","13568","54","11050","378","2486","379","259","112","345","131","1693","299","189","92","32","25","0","19","6","10","26","23","260","54","0","19","260","54",
"0500000US01029","Cleburne County, Alabama","14905","*****","14731","93","8390","517","6315","505","199","110","249","83","5752","474","115","66","26","25","2","4","0","19","24","24","174","93","82","68","92","62",
"0500000US01031","Coffee County, Alabama","49966","*****","47606","323","29802","852","16698","846","2376","403","2686","403","9058","695","2578","361","1106","211","262","128","0","28","844","180","2360","323","732","148","1628","325",
"0500000US01033","Colbert County, Alabama","54451","*****","53516","258","41828","748","11472","750","800","198","2719","459","7115","537","838","275","216","122","65","81","0","28","151","84","935","258","309","128","626","305",
"0500000US01035","Conecuh County, Alabama","13188","*****","13137","43","10534","476","2602","476","266","187","387","164","1678","362","271","226","1","6","0","19","0","19","1","6","51","43","34","33","17","28",
"0500000US01037","Coosa County, Alabama","11305","*****","11115","69","9662","223","1353","203","128","66","240","107","821","171","164","78","100","57","0","19","0","19","100","57","190","69","28","24","162","63",
"0500000US01039","Covington County, Alabama","37803","*****","37410","96","28673","617","8549","624","799","219","1162","227","5981","564","607","171","188","83","14","19","6","11","168","85","393","96","203","80","190","86",
"0500000US01041","Crenshaw County, Alabama","13971","*****","13662","54","11488","329","2135","323","182","67","406","161","1393","264","154","80","39","33","0","19","0","19","39","33","309","54","35","33","274","74",
"0500000US01043","Cullman County, Alabama","80403","*****","78112","259","60926","1094","17014","1108","1456","351","4780","723","8972","708","1806","343","172","67","25","30","0","28","147","59","2291","259","359","116","1932","273",
"0500000US01045","Dale County, Alabama","50129","*****","48173","337","27820","864","19086","784","2248","335","3657","476","10769","603","2412","316","1267","242","368","146","3","5","896","204","1956","337","1044","247","912","280",
"0500000US01047","Dallas County, Alabama","43572","*****","43223","115","38136","550","4981","558","556","174","1057","183","2751","372","617","233","106","92","12","26","0","25","94","86","349","115","84","66","265","130",
"0500000US01049","DeKalb County, Alabama","70949","*****","65715","443","48520","1039","16848","1031","1014","352","2401","358","12225","828","1208","301","347","140","35","40","3","5","309","141","5234","443","722","252","4512","526",
"0500000US01051","Elmore County, Alabama","79330","*****","77561","275","57541","1183","19267","1206","2336","330","4156","515","10587","881","2188","367","753","167","45","37","0","28","708","168","1769","275","479","162","1290","229",
"0500000US01053","Escambia County, Alabama","38122","*****","37680","161","26675","655","10854","674","800","280","1200","324","8096","582","758","181","151","75","0","25","15","22","136","65","442","161","79","67","363","198",
"0500000US01055","Etowah County, Alabama","104317","*****","102158","296","83319","910","18265","874","1665","326","3481","405","11328","757","1791","298","574","218","12","20","32","51","530","211","2159","296","628","159","1531","337",
"0500000US01057","Fayette County, Alabama","17219","*****","17109","83","14413","308","2586","315","153","102","714","172","1558","297","161","108","110","70","50","58","0","19","60","41","110","83","21","24","89","72",
"0500000US01059","Franklin County, Alabama","31664","*****","29118","279","21954","507","7052","559","241","89","1988","347","4145","431","678","238","112","64","0","25","0","25","112","64","2546","279","355","156","2191","346",
"0500000US01061","Geneva County, Alabama","26769","*****","26212","139","19186","613","6870","597","592","179","1280","353","4648","516","350","161","156","80","0","22","0","22","156","80","557","139","87","64","470","111",
"0500000US01063","Greene County, Alabama","9067","*****","9052","21","8322","204","730","204","86","64","177","95","406","148","61","66","0","17","0","17","0","17","0","17","15","21","15","21","0","17",
"0500000US01065","Hale County, Alabama","15750","*****","15611","92","13797","270","1749","268","173","88","530","174","973","196","73","34","65","47","0","19","0","19","65","47","139","92","8","9","131","91",
"0500000US01067","Henry County, Alabama","17275","*****","16780","167","12073","476","4696","478","555","161","552","197","3408","390","181","80","11","17","0","19","0","19","11","17","495","167","212","122","283","138",
"0500000US01069","Houston County, Alabama","101459","*****","99124","213","67790","842","30455","832","3412","276","4407","286","20662","744","1974","224","879","123","131","45","20","14","728","119","2335","213","901","104","1434","216",
"0500000US01071","Jackson County, Alabama","53279","*****","52173","196","35963","900","16012","907","762","248","3645","551","10745","741","860","251","198","83","22","26","13","22","163","78","1106","196","455","147","651","209",
"0500000US01073","Jefferson County, Alabama","658464","*****","630266","1149","497477","2531","129183","2722","15375","1143","27351","1340","75053","1972","11404","767","3606","415","398","165","145","98","3063","398","28198","1149","8244","824","19954","1028",
"0500000US01075","Lamar County, Alabama","14513","*****","14447","52","9415","389","4990","397","48","31","757","153","3943","358","242","121","42","43","0","19","0","19","42","43","66","52","28","26","38","31",
"0500000US01077","Lauderdale County, Alabama","92528","*****","90639","282","65918","1071","24333","1014","1859","482","5584","592","15227","1003","1663","349","388","138","12","31","0","28","376","132","1889","282","717","234","1172","303",
"0500000US01079","Lawrence County, Alabama","34148","*****","33709","131","28225","599","5465","599","246","101","2065","380","2666","377","488","189","19","25","3","6","0","25","16","24","439","131","164","104","275","116",
"0500000US01081","Lee County, Alabama","140938","*****","134061","491","74360","1360","58017","1380","4964","549","7533","724","41461","1430","4059","544","1684","343","209","99","10","16","1465","324","6877","491","1594","275","5283","489",
"0500000US01083","Limestone County, Alabama","83313","*****","79699","333","56201","1202","22887","1244","1965","417","5143","578","13538","1078","2241","339","611","140","73","69","55","53","483","144","3614","333","1498","440","2116","366",
"0500000US01085","Lowndes County, Alabama","11304","*****","11280","33","9937","218","1306","213","175","80","307","111","678","146","146","86","37","34","0","19","0","19","37","34","24","33","4","5","20","32",
"0500000US01087","Macon County, Alabama","21214","*****","21034","74","15999","449","4884","439","846","187","730","167","2651","298","657","201","151","93","4","9","48","58","99","71","180","74","143","66","37","28",
"0500000US01089","Madison County, Alabama","334661","*****","316723","835","180929","2520","129614","2327","16016","930","30282","1571","69866","1976","13450","919","6180","582","687","245","291","111","5202","547","17938","835","8052","651","9886","743",
"0500000US01091","Marengo County, Alabama","20909","*****","20769","117","17033","516","3641","470","258","87","624","208","2622","352","137","57","95","79","0","22","0","22","95","79","140","117","22","20","118","113",
"0500000US01093","Marion County, Alabama","30641","*****","30302","179","21995","636","8205","581","202","104","2156","299","5237","520","610","193","102","78","0","25","0","25","102","78","339","179","252","177","87","92",
"0500000US01095","Marshall County, Alabama","93070","*****","85660","452","63429","1105","21783","1001","1767","297","4712","499","12761","831","2543","461","448","129","21","21","10","12","417","129","7410","452","1149","309","6261","501",
"0500000US01097","Mobile County, Alabama","412297","*****","399032","765","298870","2043","97716","1957","9968","766","16415","995","62956","1659","8377","598","2446","425","411","183","91","54","1944","343","13265","765","4751","539","8514","829",
"0500000US01099","Monroe County, Alabama","22993","*****","22714","111","19083","482","3571","480","515","220","500","176","2327","400","229","127","60","55","0","22","0","22","60","55","279","111","76","70","203","83",
"0500000US01101","Montgomery County, Alabama","229376","*****","219446","644","165643","1752","50979","1754","6159","728","10918","882","29021","1463","4881","591","2824","421","228","90","99","58","2497","396","9930","644","3520","382","6410","582",
"0500000US01103","Morgan County, Alabama","119330","*****","112966","579","81189","1358","31008","1243","2058","381","8775","788","16749","938","3426","514","769","182","87","59","4","10","678","186","6364","579","1051","200","5313","546",
"0500000US01105","Perry County, Alabama","10525","*****","10465","51","9100","253","1328","265","223","146","405","153","561","170","139","81","37","56","0","19","0","19","37","56","60","51","44","46","16","21",
"0500000US01107","Pickens County, Alabama","19646","*****","19475","71","15804","342","3634","365","219","127","375","106","2870","325","170","76","37","48","0","19","0","19","37","48","171","71","108","85","63","74",
"0500000US01109","Pike County, Alabama","32750","*****","31334","448","24639","735","6423","704","829","308","1147","269","3824","544","623","227","272","137","3","4","21","29","248","133","1416","448","100","78","1316","444",
"0500000US01111","Randolph County, Alabama","22843","*****","22513","190","14656","650","7745","670","217","88","632","193","6643","697","253","154","112","81","42","52","13","22","57","57","330","190","81","73","249","185",
"0500000US01113","Russell County, Alabama","53938","*****","53081","184","19296","990","32670","954","1860","321","2461","331","26793","1017","1556","342","1115","312","174","151","14","24","927","329","857","184","524","156","333","124",
"0500000US01115","St. Clair County, Alabama","83530","*****","81963","278","65593","1155","15898","1109","1476","315","3852","637","8991","889","1579","405","472","208","62","80","0","28","410","198","1567","278","542","182","1025","246",
"0500000US01117","Shelby County, Alabama","195237","*****","183362","689","122721","1576","59146","1501","6359","584","11445","679","36907","1496","4435","464","1495","283","171","91","18","21","1306","264","11875","689","3468","443","8407","719",
"0500000US01119","Sumter County, Alabama","13669","*****","13636","23","9566","534","4009","524","147","78","425","155","3014","400","423","178","61","64","0","19","0","19","61","64","33","23","11","12","22","18",
"0500000US01121","Talladega County, Alabama","82194","*****","81183","252","67629","898","13164","906","1077","249","2803","545","7722","728","1562","376","390","124","34","31","0","28","356","118","1011","252","380","149","631","201",
"0500000US01123","Tallapoosa County, Alabama","41534","*****","40760","142","33644","619","6991","639","978","247","1040","278","4395","545","578","171","125","64","0","25","0","25","125","64","774","142","292","156","482","181",
"0500000US01125","Tuscaloosa County, Alabama","194254","*****","187605","487","143429","1876","42909","1851","4826","746","8158","669","26260","1510","3665","450","1267","262","78","55","24","29","1165","249","6649","487","2128","389","4521","513",
"0500000US01127","Walker County, Alabama","67016","*****","66297","197","54909","786","11109","774","687","186","3371","390","5837","600","1214","262","279","117","10","20","11","19","258","109","719","197","213","79","506","188",
"0500000US01129","Washington County, Alabama","17407","*****","17325","50","13196","488","4120","487","102","75","507","252","3332","444","179","90","9","13","0","19","0","19","9","13","82","50","55","42","27","38",
"0500000US01131","Wilcox County, Alabama","11706","*****","11689","22","10746","257","898","229","170","133","117","63","525","144","86","74","45","64","0","19","0","19","45","64","17","22","9","17","8","15",
"0500000US01133","Winston County, Alabama","24432","*****","24160","102","18690","597","5447","606","236","96","1851","397","3066","521","294","137","23","31","0","22","0","22","23","31","272","102","130","85","142","98",
"0500000US02013","Aleutians East Borough, Alaska","3114","*****","1279","351","627","328","496","118","23","17","73","52","95","53","305","72","156","82","14","26","4","9","138","78","1835","351","409","129","1426","324",
"0500000US02016","Aleutians West Census Area, Alaska","5507","*****","3580","140","1225","174","2142","154","187","51","331","86","377","115","1247","153","213","75","0","14","53","37","160","65","1927","140","805","127","1122","181",
"0500000US02020","Anchorage Municipality, Alaska","291470","*****","264317","1031","100899","2134","155633","2301","17647","1098","36768","1245","38119","1459","63099","1948","7785","676","749","209","2278","341","4758","518","27153","1031","14554","722","12599","888",
"0500000US02050","Bethel Census Area, Alaska","17184","*****","17029","60","15098","161","1912","159","315","98","495","145","424","135","678","168","19","15","0","16","0","16","19","15","155","60","52","39","103","41",
"0500000US02060","Bristol Bay Borough, Alaska","929","156","919","153","426","93","492","80","46","20","134","41","78","26","234","54","1","3","0","10","1","3","0","10","10","8","10","8","0","10",
"0500000US02068","Denali Borough, Alaska","1917","169","1757","156","490","112","1249","166","267","102","318","108","256","89","408","94","18","18","0","10","0","10","18","18","160","104","47","44","113","95",
"0500000US02070","Dillingham Census Area, Alaska","4887","*****","4808","55","3875","89","909","64","64","25","245","55","269","67","331","71","24","22","4","6","9","11","11","15","79","55","28","17","51","53",
"0500000US02090","Fairbanks North Star Borough, Alaska","97523","*****","92397","586","31694","1110","58048","1123","7699","841","13625","850","15684","1028","21040","1177","2655","460","246","147","166","175","2243","361","5126","586","2594","405","2532","453",
"0500000US02100","Haines Borough, Alaska","2500","*****","2397","97","778","175","1593","183","117","51","660","173","92","53","724","192","26","23","0","10","0","10","26","23","103","97","15","15","88","97",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2153","*****","2099","42","1164","85","913","89","67","28","220","58","109","40","517","76","22","22","0","10","0","10","22","22","54","42","12","12","42","43",
"0500000US02110","Juneau City and Borough, Alaska","31636","*****","29773","216","12628","503","16637","547","1712","313","3649","376","2402","339","8874","568","508","155","17","24","103","86","388","124","1863","216","1146","176","717","181",
"0500000US02122","Kenai Peninsula Borough, Alaska","55474","*****","53797","197","19735","569","33427","616","3210","314","8726","581","5086","428","16405","676","635","140","0","23","49","51","586","137","1677","197","954","154","723","159",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13525","*****","12556","190","5529","414","6769","413","656","166","1342","201","994","188","3777","372","258","113","3","5","19","20","236","113","969","190","597","133","372","178",
"0500000US02150","Kodiak Island Borough, Alaska","13710","*****","11741","265","4964","387","6372","412","828","268","1155","234","1497","273","2892","377","405","125","59","59","65","19","281","110","1969","265","1005","192","964","281",
"0500000US02164","Lake and Peninsula Borough, Alaska","1551","169","1523","168","1136","137","384","66","33","18","124","51","34","16","193","48","3","4","0","10","0","10","3","4","28","25","22","22","6","6",
"0500000US02170","Matanuska-Susitna Borough, Alaska","89319","*****","86154","537","34025","928","50474","822","5565","545","13367","756","9084","542","22458","1001","1655","292","41","35","94","45","1520","289","3165","537","1890","255","1275","543",
"0500000US02180","Nome Census Area, Alaska","9580","*****","9400","48","7828","136","1511","131","223","92","507","112","267","128","514","127","61","30","0","14","16","22","45","21","180","48","117","48","63","34",
"0500000US02185","North Slope Borough, Alaska","9317","*****","8803","91","6087","228","2628","226","229","95","603","156","509","155","1287","203","88","65","0","14","9","12","79","63","514","91","242","82","272","95",
"0500000US02188","Northwest Arctic Borough, Alaska","7601","*****","7500","48","6566","82","899","95","102","45","230","48","157","58","410","88","35","27","1","2","4","5","30","26","101","48","24","10","77","47",
"0500000US02195","Petersburg Census Area, Alaska","3822","*****","3639","118","1386","201","2220","163","265","121","526","156","243","103","1186","173","33","26","0","10","0","10","33","26","183","118","77","48","106","100",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","5603","*****","5501","56","2850","115","2600","113","161","74","340","66","254","71","1845","129","51","30","0","14","15","19","36","24","102","56","29","18","73","56",
"0500000US02220","Sitka City and Borough, Alaska","8909","*****","8314","102","3466","242","4781","257","599","176","954","180","823","202","2405","253","67","53","0","14","0","14","67","53","595","102","322","86","273","90",
"0500000US02230","Skagway Municipality, Alaska","1050","230","909","114","266","73","541","86","89","38","169","49","41","22","242","66","102","146","0","10","0","10","102","146","141","152","14","12","127","155",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","7039","*****","6510","170","2285","168","4067","230","548","140","1296","196","759","178","1464","190","158","72","44","29","0","14","114","68","529","170","346","140","183","74",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9614","*****","9087","138","4114","271","4896","293","445","146","1093","222","805","190","2553","340","77","64","0","14","3","5","74","64","527","138","332","139","195","97",
"0500000US02270","Wade Hampton Census Area, Alaska","7556","*****","7545","8","7277","51","248","45","22","17","35","18","94","35","97","29","20","11","0","14","10","9","10","8","11","8","3","4","8","7",
"0500000US02275","Wrangell City and Borough, Alaska","2368","*****","2267","38","960","144","1291","141","62","37","334","119","74","43","821","146","16","16","0","10","5","7","11","14","101","38","88","38","13","13",
"0500000US02282","Yakutat City and Borough, Alaska","644","135","619","141","356","95","254","111","33","19","30","19","25","20","166","111","9","8","0","10","2","3","7","8","25","22","3","7","22","20",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5637","*****","5578","38","4281","71","1254","73","175","41","333","41","204","47","542","67","43","32","12","17","22","26","9","6","59","38","26","33","33","20",
"0500000US04001","Apache County, Arizona","71618","*****","70434","302","50980","871","19155","875","938","212","2675","359","1775","326","13767","809","299","132","0","31","4","7","295","132","1184","302","476","184","708","198",
"0500000US04003","Cochise County, Arizona","131118","*****","115523","897","44009","1395","67886","1277","10389","755","19910","1098","17473","912","20114","1178","3628","458","633","223","119","98","2876","422","15595","897","7379","622","8216","780",
"0500000US04005","Coconino County, Arizona","134011","*****","126877","770","69816","1265","55471","1275","5877","542","14149","743","8681","740","26764","1288","1590","298","179","118","108","88","1303","271","7134","770","2310","325","4824","695",
"0500000US04007","Gila County, Arizona","53436","*****","51476","364","28398","750","22689","780","2520","347","7443","568","4056","466","8670","807","389","179","9","10","0","31","380","179","1960","364","878","245","1082","262",
"0500000US04009","Graham County, Arizona","37115","*****","35305","263","24601","689","10542","643","914","189","2553","335","2003","351","5072","489","162","81","5","7","55","62","102","52","1810","263","499","113","1311","232",
"0500000US04011","Greenlee County, Arizona","8592","*****","8206","132","5477","263","2681","268","190","86","456","109","799","155","1236","236","48","46","0","19","0","19","48","46","386","132","165","84","221","85",
"0500000US04012","La Paz County, Arizona","20460","*****","17810","363","5346","340","12355","430","966","246","2749","400","1659","388","6981","594","109","105","0","25","0","25","109","105","2650","363","751","262","1899","282",
"0500000US04013","Maricopa County, Arizona","3841819","*****","3262683","6550","1389122","8241","1829813","7994","294961","4548","680140","5913","275133","4401","579579","6566","43748","2066","4517","624","2876","684","36355","1829","579136","6550","194637","4081","384499","6049",
"0500000US04015","Mohave County, Arizona","201216","*****","187741","1007","37636","1492","148284","1847","14121","950","37597","1509","16564","1092","80002","2207","1821","425","228","228","96","68","1497","376","13475","1007","5701","675","7774","804",
"0500000US04017","Navajo County, Arizona","107415","*****","104173","525","70818","1314","32879","1292","2911","410","9359","817","5264","522","15345","1072","476","145","1","2","10","13","465","143","3242","525","1132","267","2110","433",
"0500000US04019","Pima County, Arizona","981048","*****","854367","3316","388791","3893","450971","3861","82587","2058","153334","2480","79933","2398","135117","3411","14605","891","1017","267","803","247","12785","808","126681","3316","53629","1673","73052","2755",
"0500000US04021","Pinal County, Arizona","368374","*****","331304","1822","143770","3089","184215","3182","24917","1699","63659","1896","28692","1578","66947","2662","3319","527","253","120","120","92","2946","510","37070","1822","12557","914","24513","1772",
"0500000US04023","Santa Cruz County, Arizona","47057","*****","31218","808","22011","904","8560","640","1490","313","2282","313","1673","340","3115","499","647","197","96","90","0","28","551","167","15839","808","7632","685","8207","875",
"0500000US04025","Yavapai County, Arizona","211280","*****","196757","1132","60766","1474","134246","1595","21346","1200","45005","1593","18010","1239","49885","1774","1745","350","150","116","148","111","1447","295","14523","1132","6449","732","8074","1156",
"0500000US04027","Yuma County, Arizona","196420","*****","148286","1737","67535","2072","77550","1503","5569","469","17222","1068","12840","819","41919","1723","3201","500","449","191","55","66","2697","476","48134","1737","17964","1138","30170","1615",
"0500000US05001","Arkansas County, Arkansas","19029","*****","18599","146","15758","345","2765","325","122","62","836","204","1351","217","456","131","76","69","14","25","0","19","62","67","430","146","48","36","382","147",
"0500000US05003","Ashley County, Arkansas","21811","*****","21403","89","15007","476","6340","469","259","136","612","218","4751","413","718","177","56","58","0","22","0","22","56","58","408","89","123","78","285","81",
"0500000US05005","Baxter County, Arkansas","41387","*****","40646","166","14755","761","25686","785","1914","296","14675","742","5918","629","3179","387","205","87","17","27","0","25","188","86","741","166","511","147","230","89",
"0500000US05007","Benton County, Arkansas","222028","*****","198397","1055","86526","1783","109522","2074","6042","648","40320","1509","39195","1591","23965","1416","2349","494","670","333","10","16","1669","340","23631","1055","6459","696","17172","1098",
"0500000US05009","Boone County, Arkansas","37032","*****","36556","235","19285","785","17163","779","841","226","7963","669","4389","447","3970","555","108","83","73","77","0","25","35","32","476","235","293","224","183","55",
"0500000US05011","Bradley County, Arkansas","11510","*****","10783","139","8516","297","2254","282","229","115","385","129","1058","161","582","265","13","15","0","19","0","19","13","15","727","139","246","116","481","158",
"0500000US05013","Calhoun County, Arkansas","5373","*****","5371","4","4638","168","724","169","30","26","163","95","435","123","96","45","9","13","0","17","0","17","9","13","2","4","0","17","2","4",
"0500000US05015","Carroll County, Arkansas","27321","*****","25486","186","12022","592","13358","619","902","233","5687","573","4112","460","2657","322","106","66","40","40","0","22","66","47","1835","186","706","182","1129","195",
"0500000US05017","Chicot County, Arkansas","11759","*****","11441","94","8172","316","3256","323","29","30","683","167","2198","247","346","150","13","17","0","19","0","19","13","17","318","94","51","40","267","92",
"0500000US05019","Clark County, Arkansas","23050","*****","22587","117","15625","555","6842","550","275","134","1350","256","4030","434","1187","203","120","69","0","22","0","22","120","69","463","117","214","99","249","115",
"0500000US05021","Clay County, Arkansas","15981","*****","15879","48","8696","352","7062","350","81","43","5132","342","1282","218","567","140","121","63","6","10","0","19","115","63","102","48","58","37","44","34",
"0500000US05023","Cleburne County, Arkansas","25849","*****","25364","194","15414","660","9822","710","384","105","3326","358","4409","651","1703","320","128","79","0","22","0","22","128","79","485","194","226","133","259","124",
"0500000US05025","Cleveland County, Arkansas","8685","*****","8655","32","7167","181","1481","180","51","35","316","105","839","143","275","99","7","13","0","17","0","17","7","13","30","32","12","17","18","22",
"0500000US05027","Columbia County, Arkansas","24644","*****","23956","71","17792","389","6120","393","152","68","770","169","4761","370","437","136","44","41","0","22","0","22","44","41","688","71","71","67","617","91",
"0500000US05029","Conway County, Arkansas","21203","*****","20803","142","15643","457","5019","432","366","192","1293","220","2026","275","1334","353","141","101","15","23","0","22","126","100","400","142","62","44","338","132",
"0500000US05031","Craighead County, Arkansas","96709","*****","93531","339","65002","1165","28119","1151","1107","213","11230","728","12262","1001","3520","506","410","152","47","53","24","28","339","136","3178","339","838","200","2340","301",
"0500000US05033","Crawford County, Arkansas","61670","*****","59220","273","38271","1250","20665","1210","733","192","4756","581","9451","894","5725","827","284","139","0","28","42","54","242","131","2450","273","990","299","1460","304",
"0500000US05035","Crittenden County, Arkansas","50618","*****","49943","249","27862","1047","21931","1009","575","217","2933","386","17193","924","1230","310","150","74","0","28","1","2","149","74","675","249","140","77","535","223",
"0500000US05037","Cross County, Arkansas","17891","*****","17772","85","13465","379","4301","388","129","70","1092","227","2736","338","344","117","6","11","0","19","0","19","6","11","119","85","101","84","18","18",
"0500000US05039","Dallas County, Arkansas","8122","*****","8064","50","6818","229","1246","220","27","26","306","137","674","175","239","121","0","17","0","17","0","17","0","17","58","50","23","40","35","23",
"0500000US05041","Desha County, Arkansas","12922","*****","12628","63","10627","294","1978","291","0","19","503","156","1129","213","346","139","23","29","0","19","0","19","23","29","294","63","55","59","239","75",
"0500000US05043","Drew County, Arkansas","18615","*****","18269","170","14204","534","3963","508","140","90","990","260","2243","369","590","186","102","94","15","25","0","19","87","93","346","170","171","117","175","121",
"0500000US05045","Faulkner County, Arkansas","113730","*****","109988","410","73149","1302","36198","1369","2287","492","12085","817","15587","1024","6239","641","641","168","27","27","45","50","569","158","3742","410","987","271","2755","455",
"0500000US05047","Franklin County, Arkansas","18110","*****","17978","80","12448","454","5462","442","465","228","1165","295","2346","331","1486","288","68","47","12","19","12","21","44","35","132","80","88","68","44","38",
"0500000US05049","Fulton County, Arkansas","12301","*****","12178","94","5398","510","6670","503","260","125","4176","428","1442","380","792","210","110","95","0","19","0","19","110","95","123","94","48","58","75","82",
"0500000US05051","Garland County, Arkansas","96249","*****","92424","447","53013","1563","38916","1578","2650","388","13463","894","14624","1107","8179","730","495","184","52","45","18","24","425","186","3825","447","1751","343","2074","394",
"0500000US05053","Grant County, Arkansas","17852","*****","17529","114","13709","395","3724","386","223","117","787","202","1986","327","728","194","96","64","14","22","0","19","82","59","323","114","11","11","312","115",
"0500000US05055","Greene County, Arkansas","42224","*****","41765","155","28462","799","13136","772","429","173","7456","765","3576","463","1675","337","167","102","0","25","0","25","167","102","459","155","117","83","342","131",
"0500000US05057","Hempstead County, Arkansas","22548","*****","21126","212","14216","498","6807","510","203","117","970","222","4855","541","779","225","103","46","76","43","0","22","27","23","1422","212","142","90","1280","201",
