"GEO_ID","NAME","B05002_001E","B05002_001M","B05002_002E","B05002_002M","B05002_003E","B05002_003M","B05002_004E","B05002_004M","B05002_005E","B05002_005M","B05002_006E","B05002_006M","B05002_007E","B05002_007M","B05002_008E","B05002_008M","B05002_009E","B05002_009M","B05002_010E","B05002_010M","B05002_011E","B05002_011M","B05002_012E","B05002_012M","B05002_013E","B05002_013M","B05002_014E","B05002_014M","B05002_015E","B05002_015M","B05002_016E","B05002_016M","B05002_017E","B05002_017M","B05002_018E","B05002_018M","B05002_019E","B05002_019M","B05002_020E","B05002_020M","B05002_021E","B05002_021M","B05002_022E","B05002_022M","B05002_023E","B05002_023M","B05002_024E","B05002_024M","B05002_025E","B05002_025M","B05002_026E","B05002_026M","B05002_027E","B05002_027M",
"0500000US01019","Cherokee County, Alabama","26035","*****","25532","231","13492","767","11974","794","599","186","1048","203","9965","812","362","150","66","64","0","23","0","23","66","64","503","231","142","77","34","44","26","35","0","23","2","4","80","62","0","23","361","228","177","199","0","23","0","23","28","38","132","79","24","27",
"0500000US01021","Chilton County, Alabama","44147","*****","42207","423","34259","937","7609","900","1206","481","1557","355","4039","560","807","225","339","221","0","26","0","26","339","221","1940","423","600","276","66","58","76","24","0","26","0","26","458","268","0","26","1340","395","150","186","66","30","0","26","0","26","1124","312","0","26",
"0500000US01023","Choctaw County, Alabama","12755","*****","12642","86","6647","420","5915","422","277","174","325","156","5242","379","71","45","80","59","3","6","0","19","77","58","113","86","90","76","0","19","22","31","0","19","0","19","11","20","57","68","23","32","0","19","4","10","0","19","0","19","17","27","2","6",
"0500000US01025","Clarke County, Alabama","23866","*****","23792","47","20913","477","2860","469","328","139","603","225","1622","351","307","120","19","25","0","23","6","10","13","22","74","47","55","38","8","16","47","34","0","23","0","23","0","23","0","23","19","14","0","23","19","14","0","23","0","23","0","23","0","23",
"0500000US01027","Clay County, Alabama","13285","*****","13101","89","10757","329","2335","363","232","129","263","166","1557","292","283","155","9","14","0","19","0","19","9","14","184","89","70","75","0","19","23","34","0","19","0","19","47","53","0","19","114","104","9","25","10","19","0","19","0","19","95","108","0","19",
"0500000US01029","Cleburne County, Alabama","14952","*****","14736","64","7531","498","7099","486","127","56","675","204","5967","401","330","133","106","76","0","19","0","19","106","76","216","64","64","34","15","18","1","6","0","19","0","19","36","25","12","16","152","70","9","13","0","19","27","39","0","19","116","52","0","19",
"0500000US01031","Coffee County, Alabama","52238","*****","50374","303","29267","934","20017","933","2274","415","3989","527","11186","727","2568","375","1090","216","484","147","0","29","606","170","1864","303","854","180","216","90","312","82","11","18","0","29","310","115","5","5","1010","262","210","100","400","185","0","29","7","7","381","179","12","14",
"0500000US01033","Colbert County, Alabama","54957","*****","54100","202","42866","939","10935","884","814","213","2916","479","5877","664","1328","467","299","159","0","29","12","22","287","161","857","202","353","103","83","57","121","60","0","29","0","29","137","74","12","18","504","180","1","3","109","49","8","12","0","29","386","172","0","29",
"0500000US01035","Conecuh County, Alabama","12219","*****","12092","85","10290","494","1753","484","463","259","90","49","1079","298","121","91","49","57","0","19","0","19","49","57","127","85","127","85","35","48","72","61","0","19","0","19","20","25","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US01037","Coosa County, Alabama","10696","*****","10639","84","8437","366","2138","358","70","52","506","195","1374","289","188","108","64","41","7","11","0","19","57","39","57","84","3","7","3","7","0","19","0","19","0","19","0","19","0","19","54","83","0","19","0","19","0","19","0","19","54","83","0","19",
"0500000US01039","Covington County, Alabama","37096","*****","36816","93","29659","483","6950","497","793","166","819","157","4682","448","656","199","207","82","18","26","10","13","179","78","280","93","134","58","50","38","23","21","0","26","0","26","61","45","0","26","146","66","48","36","37","34","0","26","0","26","61","45","0","26",
"0500000US01041","Crenshaw County, Alabama","13826","*****","13592","78","11564","285","2000","277","168","68","402","141","1225","211","205","90","28","29","0","19","0","19","28","29","234","78","75","57","20","24","49","51","6","9","0","19","0","19","0","19","159","92","0","19","118","59","0","19","0","19","41","68","0","19",
"0500000US01043","Cullman County, Alabama","83345","*****","81233","274","63421","987","17355","1080","1320","328","5083","601","8851","671","2101","513","457","208","68","80","4","6","385","200","2112","274","901","271","66","41","278","79","30","54","0","29","519","241","8","13","1211","279","128","80","40","46","0","29","19","25","1024","248","0","29",
"0500000US01045","Dale County, Alabama","49293","*****","47815","250","26660","949","19566","1002","2771","488","3563","459","11092","845","2140","371","1589","373","517","271","86","72","986","237","1478","250","697","183","318","142","217","70","0","26","0","26","162","84","0","26","781","231","140","84","266","77","0","26","37","36","338","189","0","26",
"0500000US01047","Dallas County, Alabama","38184","*****","37837","114","33234","614","4565","579","588","202","1473","477","2167","312","337","137","38","31","11","14","0","26","27","28","347","114","65","44","12","14","52","39","0","26","0","26","1","10","0","26","282","117","35","32","117","42","46","40","0","26","79","85","5","8",
"0500000US01049","DeKalb County, Alabama","71430","*****","66306","508","47476","1143","18673","1095","859","275","2974","534","13568","1137","1272","264","157","77","0","29","0","29","157","77","5124","508","704","412","17","26","73","53","5","8","0","29","597","400","12","21","4420","450","66","54","7","21","0","29","36","51","4281","424","30","42",
"0500000US01051","Elmore County, Alabama","81526","*****","79867","373","57878","1509","21248","1411","2507","510","4391","589","12553","1104","1797","347","741","251","0","29","3","4","738","252","1659","373","664","247","73","44","373","186","4","6","0","29","196","121","18","31","995","294","169","143","177","117","17","18","0","29","625","213","7","11",
"0500000US01053","Escambia County, Alabama","36775","*****","36467","160","28509","744","7721","721","473","141","1062","297","5606","624","580","211","237","143","0","26","43","59","194","115","308","160","220","101","70","72","39","50","9","15","0","26","99","44","3","4","88","87","3","4","51","80","0","26","0","26","34","29","0","26",
"0500000US01055","Etowah County, Alabama","102721","*****","99913","390","79780","1261","19379","1245","1781","428","4585","684","11200","988","1813","404","754","277","55","63","38","39","661","260","2808","390","1223","241","113","72","451","120","151","122","0","29","411","120","97","120","1585","320","23","23","301","116","154","172","0","29","1066","231","41","55",
"0500000US01057","Fayette County, Alabama","16406","*****","16242","104","13345","349","2873","335","127","64","663","199","1874","244","209","110","24","23","0","19","0","19","24","23","164","104","127","95","9","15","73","63","0","19","0","19","29","39","16","32","37","36","0","19","37","36","0","19","0","19","0","19","0","19",
"0500000US01059","Franklin County, Alabama","31587","*****","28700","579","22725","729","5831","722","623","351","1524","333","3133","466","551","193","144","111","0","26","0","26","144","111","2887","579","700","281","29","26","58","70","0","26","0","26","613","273","0","26","2187","486","3","8","207","173","0","26","0","26","1977","444","0","26",
"0500000US01061","Geneva County, Alabama","26383","*****","25949","122","16877","709","8797","705","515","193","1395","360","6153","665","734","219","275","153","56","84","0","23","219","123","434","122","246","107","36","46","12","11","0","23","0","23","198","98","0","23","188","107","0","23","32","50","10","15","0","23","100","63","46","76",
"0500000US01063","Greene County, Alabama","8221","*****","8156","65","7081","261","1059","245","237","153","204","103","481","186","137","109","16","26","0","17","16","26","0","17","65","65","51","47","0","17","0","17","9","15","0","17","42","43","0","17","14","24","0","17","0","17","0","17","0","17","14","24","0","17",
"0500000US01065","Hale County, Alabama","14754","*****","14716","31","13078","218","1599","206","175","96","397","130","879","174","148","72","39","35","0","19","0","19","39","35","38","31","29","26","0","19","15","16","11","23","0","19","3","5","0","19","9","15","9","15","0","19","0","19","0","19","0","19","0","19",
"0500000US01067","Henry County, Alabama","17123","*****","16968","60","11762","508","5070","484","685","195","557","133","3423","368","405","127","136","67","58","56","8","27","70","36","155","60","107","48","26","28","41","19","7","11","0","19","21","31","12","18","48","33","10","10","0","19","0","19","0","19","38","32","0","19",
"0500000US01069","Houston County, Alabama","105319","*****","102788","258","69599","886","32171","854","3392","290","4876","384","21789","766","2114","294","1018","167","172","90","31","23","815","127","2531","259","1269","160","178","48","635","126","95","35","6","6","323","78","32","18","1262","195","63","23","334","86","23","13","0","29","825","158","17","14",
"0500000US01071","Jackson County, Alabama","51765","*****","50991","169","34611","1159","16049","1116","798","222","2646","379","11800","974","805","232","331","188","11","18","0","29","320","184","774","169","318","144","101","79","91","42","0","29","0","29","126","109","0","29","456","156","2","3","45","34","0","29","0","29","408","162","1","3",
"0500000US01073","Jefferson County, Alabama","658615","265","633274","1057","496076","3957","132664","3968","16316","1080","28100","2411","75452","2675","12796","1178","4534","684","784","301","123","74","3627","635","25341","982","8558","728","1158","251","4600","443","854","328","44","46","1672","255","230","158","16783","1044","988","243","4174","577","963","392","198","164","10267","769","193","114",
"0500000US01075","Lamar County, Alabama","13854","*****","13736","89","7621","403","6108","397","188","91","930","251","4723","390","267","178","7","10","0","19","6","10","1","2","118","89","35","35","0","19","21","27","0","19","0","19","14","25","0","19","83","81","29","47","15","23","0","19","0","19","39","58","0","19",
"0500000US01077","Lauderdale County, Alabama","92870","*****","90897","314","66171","1408","24352","1414","1752","421","5173","619","15569","1073","1858","383","374","174","1","3","11","16","362","176","1973","314","595","183","65","41","271","132","0","29","0","29","239","115","20","35","1378","321","187","128","440","181","33","52","18","32","683","238","17","23",
"0500000US01079","Lawrence County, Alabama","32969","*****","32705","158","27506","646","5191","638","503","266","1503","351","2827","546","358","158","8","15","0","26","0","26","8","15","264","158","50","49","19","23","8","15","0","26","0","26","23","38","0","26","214","141","26","41","12","14","0","26","0","26","176","127","0","26",
"0500000US01081","Lee County, Alabama","163461","*****","154423","748","84069","1852","67604","1869","5691","723","8148","948","48621","1925","5144","956","2750","474","611","247","22","38","2117","396","9038","748","3099","513","585","252","1437","262","181","166","0","29","755","257","141","151","5939","637","553","241","4298","467","214","136","98","128","766","298","10","18",
"0500000US01083","Limestone County, Alabama","96921","*****","93715","609","62575","1575","29976","1482","2296","646","7140","754","17601","1270","2939","505","1164","376","110","104","19","22","1035","366","3206","609","1564","566","212","122","553","456","63","101","0","29","676","267","60","39","1642","334","109","75","311","165","91","90","0","29","1117","263","14","23",
"0500000US01085","Lowndes County, Alabama","9936","*****","9869","75","9111","197","758","167","121","73","109","47","489","146","39","35","0","17","0","17","0","17","0","17","67","75","12","16","4","7","0","17","8","15","0","17","0","17","0","17","55","74","0","17","0","17","0","17","0","17","3","7","52","74",
"0500000US01087","Macon County, Alabama","18437","*****","18335","58","14053","350","4123","332","684","176","947","184","2108","232","384","114","159","79","12","19","0","19","147","77","102","58","59","39","2","4","8","11","22","28","0","19","23","23","4","10","43","35","6","10","3","5","0","19","0","19","34","33","0","19",
"0500000US01089","Madison County, Alabama","367686","*****","347998","1102","193635","3140","146846","3238","16857","1226","34382","1808","79026","2272","16581","1188","7517","837","1686","439","334","154","5497","692","19688","1102","10072","712","1963","301","4665","426","897","361","8","9","2214","398","325","184","9616","984","770","219","2857","581","614","225","11","17","4904","590","460","256",
"0500000US01091","Marengo County, Alabama","19138","*****","18929","197","16157","489","2754","449","275","124","525","296","1810","362","144","106","18","24","11","21","0","19","7","12","209","197","125","149","4","7","9","15","0","19","0","19","112","150","0","19","84","108","26","45","0","19","0","19","0","19","58","99","0","19",
"0500000US01093","Marion County, Alabama","29818","*****","29409","121","20533","722","8720","705","495","273","2424","499","5243","608","558","178","156","175","0","23","0","23","156","175","409","121","144","73","4","7","8","12","0","23","0","23","119","71","13","19","265","122","99","80","9","14","0","23","0","23","148","102","9","13",
"0500000US01095","Marshall County, Alabama","96137","*****","89337","489","66193","1309","22292","1297","2020","464","4684","616","13005","830","2583","466","852","297","212","187","137","140","503","177","6800","489","1549","264","108","55","347","68","30","24","18","18","1039","253","7","7","5251","527","495","112","186","102","62","57","11","19","4492","528","5","6",
"0500000US01097","Mobile County, Alabama","413977","*****","401053","995","303127","2776","94934","2561","10154","910","14533","1050","61534","2178","8713","848","2992","482","646","279","89","72","2257","380","12924","995","7309","705","821","187","4055","485","367","167","45","43","1936","392","85","63","5615","783","648","308","2572","536","332","201","64","63","1858","443","141","98",
"0500000US01099","Monroe County, Alabama","21006","*****","20848","56","17818","538","3023","529","61","45","912","408","1838","307","212","115","7","12","0","23","0","23","7","12","158","56","103","51","40","38","63","33","0","23","0","23","0","23","0","23","55","32","4","8","10","13","0","23","0","23","22","28","19","17",
"0500000US01101","Montgomery County, Alabama","226451","*****","215757","755","162920","2130","50369","2030","6008","649","9938","901","28488","1509","5935","913","2468","385","199","96","84","74","2185","363","10694","755","3834","528","578","156","2155","360","340","168","15","17","673","182","73","53","6860","684","231","114","3110","387","782","449","44","58","2476","320","217","124",
"0500000US01103","Morgan County, Alabama","119352","*****","114003","565","83912","1686","28896","1702","2183","372","7927","938","15656","1269","3130","620","1195","507","400","355","20","22","775","381","5349","565","1463","328","146","78","502","175","60","58","0","29","734","249","21","25","3886","517","195","187","44","44","0","29","42","31","3586","470","19","22",
"0500000US01105","Perry County, Alabama","9104","*****","8917","164","7737","372","1160","349","361","221","328","214","413","150","58","54","20","26","0","17","0","17","20","26","187","164","121","154","0","17","0","17","0","17","0","17","121","154","0","17","66","64","0","17","8","17","5","11","53","58","0","17","0","17",
"0500000US01107","Pickens County, Alabama","20049","*****","19304","114","14622","366","4557","376","158","81","696","206","3383","357","320","111","125","74","18","25","0","23","107","72","745","114","57","53","8","15","0","23","0","23","0","23","49","54","0","23","688","120","13","18","0","23","0","23","0","23","675","114","0","23",
"0500000US01109","Pike County, Alabama","33274","*****","31880","309","26158","681","5684","591","785","235","914","248","3490","464","495","169","38","29","7","8","0","26","31","28","1394","309","355","169","209","162","61","50","0","26","5","8","80","60","0","26","1039","318","20","25","839","293","10","17","0","26","155","95","15","24",
"0500000US01111","Randolph County, Alabama","22732","*****","22364","84","14070","717","8180","705","352","157","935","248","6443","617","450","252","114","74","26","30","0","23","88","56","368","84","193","97","43","39","52","41","0","23","0","23","98","77","0","23","175","72","28","20","25","42","0","23","0","23","122","63","0","23",
"0500000US01113","Russell County, Alabama","57938","*****","56123","584","19326","1191","35794","1264","2601","610","2924","624","28112","1251","2157","495","1003","261","380","165","0","29","623","213","1815","584","1032","339","208","111","437","167","0","29","4","6","375","280","8","13","783","372","100","72","25","36","110","133","0","29","483","328","65","97",
"0500000US01115","St. Clair County, Alabama","88929","*****","87441","271","67875","1437","19159","1354","2029","447","3815","667","11254","1153","2061","449","407","189","0","29","0","29","407","189","1488","271","736","231","111","102","356","120","25","39","0","29","244","175","0","29","752","277","45","53","59","59","14","19","0","29","615","258","19","35",
"0500000US01117","Shelby County, Alabama","216350","265","205564","919","139237","2189","63877","2163","6921","910","12526","957","38810","1675","5620","755","2450","493","686","289","34","44","1730","400","10786","888","4920","527","642","172","2249","369","347","190","16","20","1541","320","125","83","5866","799","489","147","1242","297","127","91","0","29","3883","773","125","72",
"0500000US01119","Sumter County, Alabama","12595","*****","12352","125","8640","344","3623","332","120","75","387","149","2941","319","175","78","89","91","0","19","0","19","89","91","243","125","0","19","0","19","0","19","0","19","0","19","0","19","0","19","243","125","5","10","125","105","0","19","0","19","113","58","0","19",
"0500000US01121","Talladega County, Alabama","80244","*****","78634","317","64847","959","13287","932","1221","275","2701","471","8122","786","1243","247","500","173","147","105","0","29","353","141","1610","317","405","140","109","69","185","88","0","29","0","29","26","38","85","83","1205","288","118","117","181","105","42","47","93","136","764","209","7","14",
"0500000US01123","Tallapoosa County, Alabama","40450","*****","39793","218","32953","744","6665","773","646","175","1523","369","3764","578","732","250","175","74","9","13","0","26","166","74","657","218","266","133","82","94","101","48","0","26","0","26","72","55","11","18","391","147","8","12","9","12","0","26","0","26","374","143","0","26",
"0500000US01125","Tuscaloosa County, Alabama","208854","*****","201493","653","153424","2140","46501","2159","4890","663","10020","939","27370","1621","4221","542","1568","454","81","64","36","51","1451","445","7361","653","2389","384","285","120","1051","244","118","81","26","29","830","233","79","82","4972","535","385","135","1842","334","242","217","0","29","2422","354","81","62",
"0500000US01127","Walker County, Alabama","63802","*****","62941","184","51837","820","10814","815","692","177","3306","481","5470","635","1346","365","290","109","42","41","21","32","227","94","861","184","258","109","36","37","114","62","0","29","0","29","108","87","0","29","603","187","9","14","58","63","0","29","0","29","519","167","17","29",
"0500000US01129","Washington County, Alabama","16336","*****","16119","166","12193","548","3865","541","195","101","320","162","2939","498","411","189","61","65","0","19","0","19","61","65","217","166","191","162","0","19","10","14","0","19","0","19","181","162","0","19","26","31","6","11","20","28","0","19","0","19","0","19","0","19",
"0500000US01131","Wilcox County, Alabama","10552","*****","10489","86","9206","359","1243","290","324","230","140","53","715","180","64","39","40","42","22","33","0","19","18","25","63","86","25","38","0","19","24","38","0","19","0","19","1","3","0","19","38","54","7","10","29","51","0","19","0","19","2","5","0","19",
"0500000US01133","Winston County, Alabama","23712","*****","23393","125","18045","505","5239","502","352","160","1272","258","3244","488","371","127","109","98","16","30","0","23","93","94","319","125","48","37","21","25","27","25","0","23","0","23","0","23","0","23","271","121","0","23","18","20","0","23","0","23","253","117","0","23",
"0500000US02013","Aleutians East Borough, Alaska","3389","*****","2448","214","1595","186","677","109","81","35","74","27","132","58","390","85","176","58","18","20","0","10","158","57","941","214","246","87","12","13","171","55","30","28","0","10","33","39","0","10","695","172","48","43","454","102","39","47","7","6","147","66","0","10",
"0500000US02016","Aleutians West Census Area, Alaska","5708","*****","3309","144","1072","117","1948","182","183","88","252","71","349","100","1164","141","289","69","11","9","61","45","217","54","2399","144","947","146","35","22","769","126","19","19","9","7","115","44","0","14","1452","137","11","9","1184","129","39","31","36","35","173","57","9","7",
"0500000US02020","Anchorage Municipality, Alaska","292090","*****","260436","1679","112468","2487","138462","2640","16649","1149","33705","1324","34211","1775","53897","2035","9506","996","911","337","1965","449","6630","734","31654","1679","19865","1208","2161","382","11742","857","878","293","1259","259","3278","525","547","177","11789","1198","1133","260","5663","716","818","388","1078","334","2472","645","625","239",
"0500000US02050","Bethel Census Area, Alaska","18263","*****","17873","120","16070","140","1789","142","319","100","486","141","306","131","678","145","14","16","0","16","9","15","5","4","390","120","212","84","46","50","16","18","31","31","27","41","92","51","0","16","178","78","1","5","155","78","10","22","0","16","12","12","0","16",
"0500000US02060","Bristol Bay Borough, Alaska","739","121","712","129","351","72","342","83","31","17","112","44","79","43","120","32","19","11","0","10","0","10","19","11","27","29","16","23","0","10","15","23","1","2","0","10","0","10","0","10","11","18","3","4","0","10","0","10","0","10","8","17","0","10",
"0500000US02063","Chugach Census Area, Alaska","6495","*****","6006","220","2206","364","3644","367","434","160","691","193","679","224","1840","341","156","81","14","23","28","33","114","72","489","220","166","110","4","7","32","26","0","14","8","11","121","103","1","2","323","214","4","6","280","208","0","14","10","11","29","36","0","14",
"0500000US02066","Copper River Census Area, Alaska","2894","*****","2853","36","1535","168","1307","175","202","86","462","120","163","104","480","111","11","11","0","10","0","10","11","11","41","36","15","19","2","3","12","19","0","10","0","10","1","2","0","10","26","30","21","30","4","7","0","10","1","2","0","10","0","10",
"0500000US02068","Denali Borough, Alaska","2502","390","2302","442","461","210","1712","403","135","73","515","134","376","163","686","271","129","226","0","10","0","10","129","226","200","169","79","63","15","19","47","57","0","10","6","10","6","9","5","12","121","145","55","103","49","46","0","10","0","10","11","16","6","12",
"0500000US02070","Dillingham Census Area, Alaska","4934","*****","4776","178","4037","117","735","131","46","26","265","156","109","45","315","144","4","6","0","10","1","4","3","5","158","178","72","108","4","7","7","10","55","106","0","10","6","8","0","10","86","145","0","10","1","2","0","10","70","145","13","14","2","6",
"0500000US02090","Fairbanks North Star Borough, Alaska","98455","*****","93543","660","31382","1417","58408","1586","7766","821","14465","1162","16287","1114","19890","1352","3753","760","836","376","196","138","2721","594","4912","660","2752","477","643","245","1253","315","43","49","8","15","473","181","332","180","2160","474","420","201","945","267","156","194","87","63","319","224","233","113",
"0500000US02100","Haines Borough, Alaska","2547","*****","2412","103","1181","219","1155","189","174","84","290","109","70","48","621","155","76","58","0","10","0","10","76","58","135","103","100","98","8","11","22","34","0","10","0","10","9","17","61","86","35","31","0","10","20","27","0","10","4","8","1","30","10","9",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2135","*****","2037","94","1106","108","920","121","73","21","182","59","148","78","517","76","11","9","0","10","0","10","11","9","98","94","19","20","0","10","18","20","0","10","0","10","1","4","0","10","79","93","4","6","21","22","28","46","0","10","26","46","0","10",
"0500000US02110","Juneau City and Borough, Alaska","32099","*****","29399","306","12738","576","15981","589","1694","306","3309","389","2560","397","8418","628","680","235","126","114","7","9","547","197","2700","306","1732","311","146","62","1097","218","19","19","152","114","308","198","10","12","968","252","50","36","565","202","0","21","46","72","239","135","68","57",
"0500000US02122","Kenai Peninsula Borough, Alaska","58809","*****","56967","240","22512","791","33784","787","3385","373","8368","537","6108","605","15923","872","671","162","66","57","84","74","521","140","1842","240","1180","199","379","120","431","81","17","19","38","37","200","96","115","64","662","161","128","69","286","101","18","19","19","17","152","85","59","45",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13833","*****","12596","104","5870","234","6534","248","564","126","1292","138","933","145","3745","243","192","61","19","20","27","23","146","49","1237","104","779","94","69","34","595","79","16","15","18","15","66","43","15","12","458","102","30","25","324","78","4","6","0","16","62","41","38","21",
