"GEO_ID","NAME","B05002_001E","B05002_001M","B05002_002E","B05002_002M","B05002_003E","B05002_003M","B05002_004E","B05002_004M","B05002_005E","B05002_005M","B05002_006E","B05002_006M","B05002_007E","B05002_007M","B05002_008E","B05002_008M","B05002_009E","B05002_009M","B05002_010E","B05002_010M","B05002_011E","B05002_011M","B05002_012E","B05002_012M","B05002_013E","B05002_013M","B05002_014E","B05002_014M","B05002_015E","B05002_015M",
"0500000US01117","Shelby County, Alabama","201168","*****","189950","652","127915","1922","60348","1873","6451","583","12161","1085","37147","1352","4589","670","1687","330","234","89","34","29","1419","339","11218","652","3594","482","7624","580",
"0500000US01119","Sumter County, Alabama","13433","*****","13247","96","9646","411","3584","398","211","128","394","142","2560","364","419","174","17","24","0","18","0","18","17","24","186","96","7","10","179","95",
"0500000US01121","Talladega County, Alabama","81673","*****","80413","262","66987","863","12976","888","1347","354","2592","420","7435","642","1602","350","450","132","30","28","0","27","420","129","1260","262","307","135","953","259",
"0500000US01123","Tallapoosa County, Alabama","41295","*****","40564","158","33998","515","6409","512","890","251","983","229","3938","417","598","202","157","80","24","28","0","24","133","73","731","158","307","167","424","200",
"0500000US01125","Tuscaloosa County, Alabama","198670","*****","191803","489","145895","1651","44529","1588","5281","647","8550","737","25808","1317","4890","671","1379","354","99","75","24","28","1256","325","6867","489","2291","331","4576","531",
"0500000US01127","Walker County, Alabama","66211","*****","65395","160","53882","648","11215","666","627","148","3149","370","6168","509","1271","280","298","110","35","39","21","25","242","98","816","160","261","103","555","142",
"0500000US01129","Washington County, Alabama","17137","*****","16974","125","13292","420","3667","421","72","50","468","238","2995","369","132","61","15","22","0","18","0","18","15","22","163","125","62","57","101","95",
"0500000US01131","Wilcox County, Alabama","11367","*****","11359","12","10519","159","811","154","109","58","172","86","430","113","100","64","29","44","0","18","0","18","29","44","8","12","8","12","0","18",
"0500000US01133","Winston County, Alabama","24256","*****","24036","106","18932","450","5024","457","325","115","1234","244","3076","357","389","171","80","51","0","21","0","21","80","51","220","106","92","64","128","99",
"0500000US02013","Aleutians East Borough, Alaska","3296","*****","1664","299","936","228","601","121","44","17","89","32","89","34","379","91","127","74","7","10","16","16","104","70","1632","299","413","122","1219","264",
"0500000US02016","Aleutians West Census Area, Alaska","5650","*****","3655","145","1178","91","2172","129","171","39","287","56","353","127","1361","146","305","78","0","13","64","22","241","79","1995","145","928","113","1067","143",
"0500000US02020","Anchorage Municipality, Alaska","298178","*****","269249","1400","106335","2266","154770","2478","17716","1127","35507","1504","37888","1393","63659","2204","8144","664","705","223","1966","329","5473","607","28929","1400","16162","1098","12767","1210",
"0500000US02050","Bethel Census Area, Alaska","17576","*****","17366","83","15196","142","2164","135","295","77","560","108","384","116","925","172","6","6","1","4","0","15","5","5","210","83","92","42","118","63",
"0500000US02060","Bristol Bay Borough, Alaska","995","94","985","90","486","67","493","63","46","23","126","37","106","32","215","33","6","5","0","9","2","3","4","5","10","12","8","12","2","3",
"0500000US02068","Denali Borough, Alaska","2048","126","1859","177","468","105","1373","190","318","110","325","74","310","111","420","93","18","16","0","9","0","9","18","16","189","128","47","46","142","114",
"0500000US02070","Dillingham Census Area, Alaska","4956","*****","4869","50","4008","74","844","60","52","20","209","48","241","63","342","65","17","16","5","8","0","13","12","14","87","50","40","26","47","44",
"0500000US02090","Fairbanks North Star Borough, Alaska","99319","*****","94143","709","32569","1302","58777","1291","7962","875","13844","1000","15400","1129","21571","1187","2797","475","472","218","180","137","2145","320","5176","709","2590","464","2586","573",
"0500000US02100","Haines Borough, Alaska","2557","*****","2420","104","738","162","1569","195","176","73","612","163","112","55","669","149","113","116","0","9","0","9","113","116","137","104","18","14","119","103",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2126","*****","2067","52","1220","74","837","77","73","29","166","42","79","38","519","56","10","10","0","9","0","9","10","10","59","52","17","14","42","52",
"0500000US02110","Juneau City and Borough, Alaska","32200","*****","29970","324","12901","514","16430","595","1549","202","3787","421","2339","351","8755","585","639","145","14","18","103","51","522","132","2230","324","1337","190","893","229",
"0500000US02122","Kenai Peninsula Borough, Alaska","56687","*****","55328","211","20863","668","33828","672","3392","416","8573","529","5071","454","16792","762","637","134","28","41","49","49","560","114","1359","211","860","161","499","133",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13676","*****","12700","156","5795","283","6670","280","551","106","1369","168","923","140","3827","288","235","79","7","12","38","35","190","73","976","156","656","116","320","108",
"0500000US02150","Kodiak Island Borough, Alaska","13924","*****","11942","234","5553","352","6094","367","1236","272","1207","251","1237","191","2414","316","295","106","39","61","76","12","180","83","1982","234","1124","208","858","214",
"0500000US02164","Lake and Peninsula Borough, Alaska","1490","126","1460","127","1146","109","309","48","28","8","77","20","39","15","165","39","5","4","0","9","0","9","5","4","30","23","18","21","12","19",
"0500000US02170","Matanuska-Susitna Borough, Alaska","93843","*****","90342","614","37543","871","51156","999","6129","476","12999","709","9561","642","22467","858","1643","252","74","37","115","49","1454","244","3501","614","2011","284","1490","516",
"0500000US02180","Nome Census Area, Alaska","9792","*****","9652","44","8067","89","1534","111","146","56","435","77","273","66","680","119","51","21","0","13","7","6","44","19","140","44","76","38","64","26",
"0500000US02185","North Slope Borough, Alaska","9618","*****","9038","116","6008","188","2874","214","278","99","589","151","619","161","1388","221","156","63","8","13","24","22","124","59","580","116","269","80","311","108",
"0500000US02188","Northwest Arctic Borough, Alaska","7672","*****","7596","26","6602","73","963","69","114","76","207","57","172","59","470","67","31","26","1","2","3","4","27","26","76","26","27","14","49","24",
"0500000US02195","Petersburg Borough, Alaska","3212","*****","3002","136","1143","149","1815","145","185","69","344","59","189","58","1097","121","44","24","10","14","0","9","34","20","210","136","57","44","153","122",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6356","*****","6274","28","3464","91","2748","82","166","42","333","58","257","53","1992","108","62","26","0","13","14","17","48","20","82","28","40","16","42","25",
"0500000US02220","Sitka City and Borough, Alaska","8957","*****","8194","143","3642","219","4410","257","511","129","940","174","676","127","2283","252","142","77","40","33","0","13","102","67","763","143","422","91","341","104",
"0500000US02230","Skagway Municipality, Alaska","996","140","907","82","260","73","568","69","98","38","140","37","80","30","250","45","79","90","0","9","0","9","79","90","89","89","19","18","70","95",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","7044","*****","6501","156","2593","218","3758","236","533","112","1263","195","658","162","1304","173","150","56","50","43","0","13","100","50","543","156","280","103","263","112",
"0500000US02261","Valdez-Cordova Census Area, Alaska","9685","*****","9273","133","4014","294","5137","351","577","217","1013","211","878","217","2669","341","122","68","21","31","11","18","90","60","412","133","264","78","148","96",
"0500000US02270","Wade Hampton Census Area, Alaska","7778","*****","7738","14","7517","45","209","44","21","12","45","20","84","36","59","23","12","10","0","13","10","10","2","3","40","14","17","6","23","11",
"0500000US02275","Wrangell City and Borough, Alaska","2383","*****","2276","69","885","116","1375","132","94","48","372","115","141","51","768","99","16","14","0","9","3","8","13","11","107","69","64","54","43","31",
"0500000US02282","Yakutat City and Borough, Alaska","635","83","570","69","299","46","267","45","28","16","33","12","32","27","174","36","4","5","0","9","2","4","2","6","65","62","25","29","40","56",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5651","*****","5580","24","4415","54","1151","58","140","32","333","42","176","35","502","61","14","13","6","10","2","3","6","7","71","24","29","22","42","18",
"0500000US04001","Apache County, Arizona","72142","*****","70715","262","51524","847","18972","832","1099","232","2543","369","1681","290","13649","777","219","85","44","46","4","5","171","67","1427","262","401","111","1026","235",
"0500000US04003","Cochise County, Arizona","130807","*****","115823","936","45291","1332","66984","1321","9467","762","19102","799","17731","1099","20684","1304","3548","465","818","291","99","95","2631","362","14984","936","7037","534","7947","878",
"0500000US04005","Coconino County, Arizona","135817","*****","128158","662","69063","1340","57572","1407","6405","595","13758","751","8449","683","28960","1333","1523","306","152","110","31","30","1340","301","7659","662","2955","314","4704","671",
"0500000US04007","Gila County, Arizona","53242","*****","51100","331","28308","845","22547","814","2501","323","7740","579","4092","441","8214","746","245","114","2","4","0","30","243","114","2142","331","1010","235","1132","318",
"0500000US04009","Graham County, Arizona","37311","*****","35424","287","24842","732","10427","685","1008","285","2223","340","2009","269","5187","561","155","66","11","17","8","15","136","60","1887","287","558","143","1329","252",
"0500000US04011","Greenlee County, Arizona","8800","*****","8296","150","5823","270","2432","218","150","60","499","129","629","133","1154","184","41","37","0","18","0","18","41","37","504","150","187","86","317","127",
"0500000US04012","La Paz County, Arizona","20348","*****","17900","375","5366","350","12455","447","781","342","2613","431","1355","301","7706","545","79","47","0","24","0","24","79","47","2448","375","661","225","1787","283",
"0500000US04013","Maricopa County, Arizona","3947382","*****","3360500","7561","1467125","9448","1846329","8903","292585","4251","677629","5901","278608","3836","597507","7423","47046","1877","4934","660","2985","551","39127","1534","586882","7561","213350","3830","373532","6142",
"0500000US04015","Mohave County, Arizona","202482","*****","187424","1055","38707","1492","146661","1907","13661","992","38207","1326","15560","1070","79233","2342","2056","389","246","240","72","64","1738","336","15058","1055","6634","695","8424","852",
"0500000US04017","Navajo County, Arizona","107489","*****","104802","453","73016","1037","31301","907","3078","456","8572","825","4329","438","15322","934","485","159","43","57","36","23","406","155","2687","453","1153","265","1534","361",
"0500000US04019","Pima County, Arizona","993144","*****","866038","2562","402772","4133","447277","3777","81709","1775","150205","2174","79627","2275","135736","3237","15989","871","1211","339","714","193","14064","820","127106","2562","57470","1605","69636","2387",
"0500000US04021","Pinal County, Arizona","390160","*****","351306","1662","154937","2992","192015","3107","26004","1664","66562","2343","28848","1568","70601","2759","4354","694","421","162","182","113","3751","649","38854","1662","13466","965","25388","1557",
"0500000US04023","Santa Cruz County, Arizona","47250","*****","31865","806","22048","915","8863","632","1580","328","2030","245","1344","242","3909","616","954","320","209","125","0","27","745","286","15385","806","8033","568","7352","670",
"0500000US04025","Yavapai County, Arizona","213689","*****","199015","1001","60530","1923","136335","1975","21654","1196","46431","1637","17576","1183","50674","2069","2150","436","206","100","63","68","1881","398","14674","1001","6594","876","8080","841",
"0500000US04027","Yuma County, Arizona","201453","*****","149503","1349","69893","1814","76271","1705","4940","549","17008","924","12144","979","42179","1592","3339","497","347","157","96","76","2896","422","51950","1349","19972","1006","31978","1103",
"0500000US05001","Arkansas County, Arkansas","18861","*****","18541","120","16213","290","2291","275","99","56","893","176","1020","214","279","82","37","24","0","18","0","18","37","24","320","120","34","27","286","120",
"0500000US05003","Ashley County, Arkansas","21437","*****","20951","99","14503","521","6397","507","144","78","652","224","4873","431","728","188","51","36","0","21","0","21","51","36","486","99","164","60","322","83",
"0500000US05005","Baxter County, Arkansas","41154","*****","40418","167","15285","669","25001","716","1802","291","14716","843","4777","550","3706","400","132","62","0","24","0","24","132","62","736","167","422","137","314","118",
"0500000US05007","Benton County, Arkansas","232611","*****","206929","1096","91921","1940","112640","2088","5477","608","42688","1712","39499","1712","24976","1450","2368","386","431","211","89","75","1848","315","25682","1096","7207","678","18475","1178",
"0500000US05009","Boone County, Arkansas","37169","*****","36696","248","20290","841","16324","874","857","233","7257","733","4504","538","3706","399","82","73","64","71","0","24","18","19","473","248","287","247","186","56",
"0500000US05011","Bradley County, Arkansas","11316","*****","10602","154","8548","284","2040","304","184","93","456","156","917","222","483","174","14","13","0","18","5","8","9","11","714","154","203","167","511","142",
"0500000US05013","Calhoun County, Arkansas","5266","*****","5264","4","4518","134","738","134","19","20","137","65","454","120","128","59","8","12","0","16","0","16","8","12","2","4","0","16","2","4",
"0500000US05015","Carroll County, Arkansas","27626","*****","25679","227","11778","657","13731","725","898","191","5520","537","4730","542","2583","414","170","105","37","46","13","21","120","83","1947","227","377","139","1570","237",
"0500000US05017","Chicot County, Arkansas","11489","*****","11126","130","7811","328","3288","325","75","59","513","161","2407","260","293","148","27","31","0","18","0","18","27","31","363","130","67","54","296","143",
"0500000US05019","Clark County, Arkansas","22800","*****","22168","98","15717","544","6337","547","170","79","1280","285","3925","524","962","197","114","60","0","21","0","21","114","60","632","98","317","129","315","174",
"0500000US05021","Clay County, Arkansas","15577","*****","15388","77","8871","328","6419","322","118","52","4573","278","1246","191","482","129","98","64","4","6","0","18","94","64","189","77","126","84","63","44",
"0500000US05023","Cleburne County, Arkansas","25793","*****","25387","137","15510","604","9732","634","330","122","3183","411","4545","611","1674","387","145","81","7","12","0","21","138","82","406","137","225","105","181","88",
"0500000US05025","Cleveland County, Arkansas","8597","*****","8504","56","7175","160","1323","162","51","36","271","98","760","145","241","72","6","8","0","16","0","16","6","8","93","56","52","38","41","29",
"0500000US05027","Columbia County, Arkansas","24400","*****","23662","216","17335","577","6291","549","185","110","711","153","4918","513","477","148","36","26","0","21","0","21","36","26","738","216","98","69","640","213",
"0500000US05029","Conway County, Arkansas","21175","*****","20736","96","15898","385","4729","383","240","139","1429","263","1830","268","1230","230","109","72","8","12","3","4","98","71","439","96","74","56","365","73",
"0500000US05031","Craighead County, Arkansas","99835","*****","96080","438","68398","1200","27259","1205","1201","375","10389","849","11957","922","3712","603","423","140","0","27","17","27","406","139","3755","438","1111","268","2644","450",
"0500000US05033","Crawford County, Arkansas","61825","*****","58996","300","38609","1056","19983","1080","828","240","4587","650","9306","750","5262","652","404","150","69","56","48","45","287","126","2829","300","1001","236","1828","364",
"0500000US05035","Crittenden County, Arkansas","50172","*****","49473","235","28013","970","21212","920","541","176","3081","398","16574","891","1016","236","248","119","20","22","1","2","227","114","699","235","215","79","484","217",
"0500000US05037","Cross County, Arkansas","17595","*****","17477","69","13104","431","4369","442","146","77","1135","281","2676","328","412","153","4","7","0","18","0","18","4","7","118","69","89","63","29","25",
"0500000US05039","Dallas County, Arkansas","7954","*****","7753","118","6190","270","1547","257","23","22","382","166","946","216","196","87","16","24","0","16","0","16","16","24","201","118","128","85","73","94",
"0500000US05041","Desha County, Arkansas","12602","*****","12354","114","10057","408","2283","378","54","39","851","266","1036","234","342","138","14","23","0","18","0","18","14","23","248","114","7","15","241","111",
"0500000US05043","Drew County, Arkansas","18705","*****","18449","99","14124","455","4254","438","94","57","842","237","2852","350","466","149","71","76","0","18","0","18","71","76","256","99","154","82","102","67",
"0500000US05045","Faulkner County, Arkansas","117804","*****","114359","455","76796","1549","36761","1544","2315","440","11910","923","16776","1023","5760","661","802","210","20","31","25","31","757","205","3445","455","871","250","2574","414",
"0500000US05047","Franklin County, Arkansas","17960","*****","17848","78","12393","482","5331","491","408","181","1060","248","2355","345","1508","263","124","86","45","64","9","15","70","47","112","78","101","77","11","16",
"0500000US05049","Fulton County, Arkansas","12218","*****","12085","105","5823","417","6188","388","171","87","3893","403","1168","233","956","189","74","74","0","18","18","28","56","70","133","105","85","88","48","41",
"0500000US05051","Garland County, Arkansas","96804","*****","93344","435","54488","1191","38249","1185","2802","520","12812","835","14311","936","8324","975","607","190","34","40","21","23","552","184","3460","435","1310","273","2150","441",
"0500000US05053","Grant County, Arkansas","18014","*****","17716","93","14045","344","3622","323","217","108","664","169","1900","286","841","230","49","35","0","18","0","18","49","35","298","93","62","48","236","97",
"0500000US05055","Greene County, Arkansas","42970","*****","42495","136","28361","788","13907","816","435","199","7586","745","3820","517","2066","360","227","115","0","24","0","24","227","115","475","136","87","67","388","127",
"0500000US05057","Hempstead County, Arkansas","22419","*****","21123","208","14133","604","6821","579","164","89","883","209","4927","488","847","264","169","94","103","60","0","21","66","68","1296","208","115","88","1181","190",
