"GEO_ID","NAME","B05002_001E","B05002_001M","B05002_002E","B05002_002M","B05002_003E","B05002_003M","B05002_004E","B05002_004M","B05002_005E","B05002_005M","B05002_006E","B05002_006M","B05002_007E","B05002_007M","B05002_008E","B05002_008M","B05002_009E","B05002_009M","B05002_010E","B05002_010M","B05002_011E","B05002_011M","B05002_012E","B05002_012M","B05002_013E","B05002_013M","B05002_014E","B05002_014M","B05002_015E","B05002_015M","B05002_016E","B05002_016M","B05002_017E","B05002_017M","B05002_018E","B05002_018M","B05002_019E","B05002_019M","B05002_020E","B05002_020M","B05002_021E","B05002_021M","B05002_022E","B05002_022M","B05002_023E","B05002_023M","B05002_024E","B05002_024M","B05002_025E","B05002_025M","B05002_026E","B05002_026M","B05002_027E","B05002_027M",
"0500000US01019","Cherokee County, Alabama","25853","*****","25648","93","13552","702","12056","701","649","259","1165","194","9871","692","371","142","40","50","27","42","0","22","13","21","205","93","130","71","0","22","42","47","0","22","3","4","46","39","39","61","75","61","16","25","0","22","0","22","0","22","50","69","9","15",
"0500000US01021","Chilton County, Alabama","43930","*****","41960","300","34063","712","7593","733","713","292","1713","369","4437","512","730","250","304","130","31","43","0","25","273","123","1970","300","346","145","71","56","69","20","3","5","0","25","203","140","0","25","1624","356","114","142","62","33","0","25","0","25","1448","326","0","25",
"0500000US01023","Choctaw County, Alabama","13075","*****","13010","47","6686","389","6297","385","441","237","363","120","5302","405","191","81","27","24","2","4","0","19","25","23","65","47","40","36","0","19","14","22","0","19","0","19","3","6","23","26","25","23","0","19","3","4","0","19","0","19","15","19","7","11",
"0500000US01025","Clarke County, Alabama","24387","*****","24294","62","21111","392","3164","387","329","147","463","136","2172","282","200","91","19","19","0","22","5","10","14","15","93","62","67","53","10","11","45","47","12","18","0","22","0","22","0","22","26","23","9","14","8","12","0","22","0","22","9","12","0","22",
"0500000US01027","Clay County, Alabama","13378","*****","13117","84","10938","368","2179","374","182","102","372","212","1440","253","185","98","0","19","0","19","0","19","0","19","261","84","85","91","11","18","13","20","0","19","0","19","61","76","0","19","176","121","10","17","5","7","0","19","0","19","161","116","0","19",
"0500000US01029","Cleburne County, Alabama","14938","*****","14713","56","7885","420","6729","419","120","53","596","156","5655","406","358","132","99","61","6","10","0","19","93","59","225","56","48","33","21","17","3","6","0","19","0","19","23","25","1","4","177","59","2","3","0","19","24","34","0","19","151","48","0","19",
"0500000US01031","Coffee County, Alabama","51288","*****","49448","345","29734","911","18355","983","2424","408","3331","507","9945","577","2655","419","1359","269","388","164","0","28","971","230","1840","345","824","197","190","96","232","79","0","28","0","28","391","172","11","9","1016","282","230","102","276","123","0","28","6","6","488","211","16","17",
"0500000US01033","Colbert County, Alabama","54495","*****","53590","187","42418","731","10886","771","615","168","2973","481","6493","600","805","229","286","165","4","7","8","15","274","169","905","187","349","117","72","52","134","59","0","28","0","28","130","72","13","15","556","199","3","5","103","40","35","38","0","28","405","189","10","17",
"0500000US01035","Conecuh County, Alabama","12514","*****","12425","50","10852","307","1536","297","215","121","285","166","942","228","94","49","37","39","0","19","0","19","37","39","89","50","32","21","0","19","24","22","0","19","0","19","8","11","0","19","57","47","22","35","0","19","0","19","0","19","35","30","0","19",
"0500000US01037","Coosa County, Alabama","10855","*****","10804","79","9078","284","1649","276","93","77","402","162","986","197","168","84","77","50","6","10","0","19","71","49","51","79","3","5","2","4","0","19","0","19","0","19","0","19","1","3","48","79","0","19","0","19","0","19","0","19","48","79","0","19",
"0500000US01039","Covington County, Alabama","37351","*****","37073","77","28675","592","8242","588","1028","226","1027","157","5259","487","928","220","156","65","20","29","14","17","122","53","278","77","141","56","69","40","36","31","0","25","0","25","36","32","0","25","137","60","46","33","46","32","0","25","0","25","45","39","0","25",
"0500000US01041","Crenshaw County, Alabama","13865","*****","13595","116","11604","307","1958","295","162","65","297","103","1204","211","295","117","33","30","0","19","0","19","33","30","270","116","78","41","2","3","34","28","0","19","0","19","42","32","0","19","192","103","0","19","86","70","0","19","0","19","106","77","0","19",
"0500000US01043","Cullman County, Alabama","82313","*****","80328","310","63297","1017","16740","1027","1294","230","4471","560","9003","707","1972","464","291","152","29","40","8","11","254","136","1985","310","746","265","100","62","232","120","0","28","0","28","414","203","0","28","1239","257","143","102","93","95","0","28","19","24","980","190","4","10",
"0500000US01045","Dale County, Alabama","49255","*****","47618","369","26923","824","19231","833","2763","521","3490","535","10592","703","2386","426","1464","281","234","138","36","43","1194","268","1637","369","704","156","182","79","211","57","0","25","0","25","293","130","18","20","933","346","145","91","246","82","0","25","4","6","538","303","0","25",
"0500000US01047","Dallas County, Alabama","40029","*****","39501","146","35121","457","4300","451","711","193","862","163","2333","333","394","153","80","47","33","39","0","25","47","33","528","146","162","106","38","35","50","68","0","25","10","16","64","79","0","25","366","131","25","21","135","53","34","43","0","25","168","111","4","8",
"0500000US01049","DeKalb County, Alabama","71200","*****","65875","382","47719","1111","17812","1086","1100","329","2996","382","12687","854","1029","257","344","151","33","48","0","28","311","149","5325","382","980","467","47","35","73","52","5","8","0","28","842","466","13","22","4345","462","21","33","67","73","0","28","0","28","4203","459","54","52",
"0500000US01051","Elmore County, Alabama","81212","*****","79766","321","58666","1159","20187","1137","2149","410","4015","551","12017","826","2006","269","913","227","0","28","52","52","861","228","1446","321","676","221","130","60","362","193","5","7","0","28","134","82","45","51","770","274","94","66","155","86","32","38","0","28","478","223","11","18",
"0500000US01053","Escambia County, Alabama","37328","*****","36963","200","28418","722","8300","724","601","156","1030","220","6236","654","433","129","245","141","12","20","72","86","161","93","365","200","234","122","14","15","66","85","10","19","0","25","144","79","0","25","131","99","3","4","52","74","0","25","0","25","76","62","0","25",
"0500000US01055","Etowah County, Alabama","102939","*****","99962","293","80173","1287","19093","1240","1922","394","5151","643","10218","852","1802","476","696","188","30","26","88","80","578","172","2977","293","1097","284","73","52","462","131","176","117","0","28","331","152","55","57","1880","279","52","34","276","97","171","167","0","28","1339","248","42","53",
"0500000US01057","Fayette County, Alabama","16585","*****","16433","101","13716","350","2678","342","178","73","715","165","1560","275","225","93","39","31","0","19","0","19","39","31","152","101","127","96","9","13","87","59","0","19","0","19","31","52","0","19","25","29","0","19","25","29","0","19","0","19","0","19","0","19",
"0500000US01059","Franklin County, Alabama","31542","*****","28623","564","22999","576","5497","598","537","363","1559","345","2727","423","674","192","127","72","0","25","0","25","127","72","2919","564","505","267","31","34","40","57","0","25","0","25","434","250","0","25","2414","515","5","10","105","10","0","25","0","25","2300","513","4","8",
"0500000US01061","Geneva County, Alabama","26491","*****","26085","91","17389","529","8345","542","497","140","1086","247","6016","511","746","199","351","188","86","90","0","22","265","131","406","91","172","89","53","42","4","10","0","22","0","22","115","77","0","22","234","86","11","17","86","29","0","22","0","22","137","77","0","22",
"0500000US01063","Greene County, Alabama","8426","*****","8418","7","7610","198","805","199","141","105","315","138","321","124","28","30","3","5","0","17","0","17","3","5","8","7","5","6","0","17","0","17","2","4","0","17","3","5","0","17","3","5","0","17","0","17","0","17","0","17","3","5","0","17",
"0500000US01065","Hale County, Alabama","14887","*****","14801","53","13149","242","1601","222","177","84","431","132","880","173","113","50","51","38","0","19","0","19","51","38","86","53","57","39","0","19","21","21","8","17","0","19","28","32","0","19","29","30","5","8","0","19","0","19","0","19","17","23","7","10",
"0500000US01067","Henry County, Alabama","17124","*****","16939","86","12064","521","4800","538","420","145","577","175","3410","426","393","125","75","60","0","19","11","47","64","42","185","86","44","44","9","17","0","19","6","10","0","19","21","31","8","13","141","81","8","9","0","19","0","19","5","8","119","79","9","14",
"0500000US01069","Houston County, Alabama","104352","*****","101985","195","69399","720","31647","719","3357","241","4687","281","21270","629","2333","293","939","122","167","63","15","14","757","108","2367","195","1129","115","213","66","450","61","95","33","7","6","337","68","27","14","1238","182","78","22","203","44","31","18","0","28","904","163","22","13",
"0500000US01071","Jackson County, Alabama","52094","*****","51195","216","35111","850","15894","889","676","156","2838","437","11532","873","848","230","190","81","21","22","11","16","158","78","899","216","451","199","153","111","94","46","0","28","0","28","204","141","0","28","448","170","2","3","68","38","0","28","6","9","358","165","14","20",
"0500000US01073","Jefferson County, Alabama","659892","*****","633282","1055","496123","2642","132798","2499","16193","981","27324","1412","76920","2029","12361","1094","4361","468","478","155","184","110","3699","413","26610","1055","8951","806","1685","380","4150","446","908","304","64","63","2007","421","137","78","17659","962","926","189","4744","575","1618","413","111","64","9997","657","263","120",
"0500000US01075","Lamar County, Alabama","13933","*****","13847","95","8002","497","5832","481","130","76","842","258","4571","449","289","156","13","20","0","19","12","20","1","2","86","95","18","22","12","20","0","19","0","19","0","19","6","8","0","19","68","86","0","19","7","12","0","19","0","19","61","84","0","19",
"0500000US01077","Lauderdale County, Alabama","92585","*****","90680","316","65649","1327","24599","1366","1348","272","5678","620","15883","1034","1690","337","432","139","34","38","0","28","398","143","1905","316","668","182","95","58","333","134","10","13","0","28","189","89","41","44","1237","312","190","153","452","177","34","61","17","28","480","168","64","47",
"0500000US01079","Lawrence County, Alabama","33171","*****","32847","132","27953","532","4877","563","251","97","1530","249","2818","524","278","104","17","26","0","25","0","25","17","26","324","132","104","72","15","18","18","25","0","25","0","25","71","64","0","25","220","105","36","44","13","17","0","25","0","25","171","91","0","25",
"0500000US01081","Lee County, Alabama","159287","*****","150602","720","82197","1869","65911","1658","5097","694","8713","882","46907","1695","5194","536","2494","420","455","183","86","80","1953","391","8685","720","2693","496","334","116","1459","322","90","68","0","28","684","240","126","141","5992","762","649","295","3956","526","271","148","124","148","982","344","10","17",
"0500000US01083","Limestone County, Alabama","93052","*****","89613","408","59805","1337","28822","1286","1847","381","6361","620","17807","1157","2807","463","986","245","149","98","0","28","837","237","3439","408","1402","321","170","100","557","195","18","23","0","28","559","220","98","60","2037","340","117","87","227","154","60","54","58","89","1547","320","28","36",
"0500000US01085","Lowndes County, Alabama","10236","*****","10204","31","9247","199","880","172","47","27","150","59","593","148","90","51","77","80","0","19","0","19","77","80","32","31","17","22","3","5","0","19","0","19","0","19","14","22","0","19","15","20","8","14","0","19","0","19","0","19","7","14","0","19",
"0500000US01087","Macon County, Alabama","19054","*****","18853","78","13884","367","4849","357","673","144","1136","211","2434","223","606","167","120","60","12","19","0","19","108","57","201","78","82","51","12","18","0","19","28","27","0","19","42","39","0","19","119","61","3","5","27","39","9","13","0","19","80","44","0","19",
"0500000US01089","Madison County, Alabama","357560","*****","337989","1030","191335","3080","139755","3030","16142","1195","33949","1828","73518","1881","16146","1050","6899","798","1479","422","276","146","5144","657","19571","1030","9690","723","1939","288","4296","393","690","278","0","28","2442","411","323","203","9881","793","861","218","3170","489","735","314","19","27","4692","498","404","228",
"0500000US01091","Marengo County, Alabama","19538","*****","19451","76","16818","401","2617","404","177","88","641","259","1666","337","133","107","16","22","10","20","0","19","6","9","87","76","12","16","12","16","0","19","0","19","0","19","0","19","0","19","75","75","31","51","0","19","0","19","0","19","44","61","0","19",
"0500000US01093","Marion County, Alabama","29965","*****","29589","124","21775","624","7774","615","290","168","2011","339","4965","522","508","198","40","39","0","22","0","22","40","39","376","124","186","133","1","4","60","44","0","22","7","12","111","121","7","12","190","135","50","59","3","5","0","22","0","22","137","119","0","22",
"0500000US01095","Marshall County, Alabama","95145","*****","88900","511","66488","949","21606","1021","1934","409","4425","453","12630","796","2617","535","806","229","181","152","152","140","473","145","6245","511","1165","241","108","58","206","79","15","16","16","17","815","215","5","5","5080","552","151","98","275","133","79","61","1","3","4563","559","11","6",
"0500000US01097","Mobile County, Alabama","414659","*****","401061","993","304670","2245","92959","2295","10001","925","13851","1089","60427","1849","8680","749","3432","590","940","389","91","64","2401","437","13598","993","7186","708","906","191","3734","489","396","179","55","44","1935","420","160","93","6412","890","831","336","2655","437","365","188","17","26","2343","613","201","99",
"0500000US01099","Monroe County, Alabama","21512","*****","21376","61","18377","493","2985","482","103","77","596","303","2134","358","152","89","14","16","0","22","0","22","14","16","136","61","97","55","32","36","65","40","0","22","0","22","0","22","0","22","39","40","5","7","0","22","0","22","0","22","24","37","10","12",
"0500000US01101","Montgomery County, Alabama","226941","*****","216322","691","164380","1667","49485","1643","6013","669","10747","862","27675","1355","5050","665","2457","369","200","85","94","76","2163","340","10619","691","3764","470","730","197","1958","338","329","185","13","15","672","162","62","47","6855","732","418","185","3097","420","747","318","47","58","2404","267","142","89",
"0500000US01103","Morgan County, Alabama","119122","*****","114075","448","83169","1333","29609","1416","2449","382","8435","798","14830","992","3895","649","1297","394","370","235","27","25","900","343","5047","448","1281","273","220","103","395","148","46","70","0","28","597","208","23","31","3766","425","79","58","166","104","0","28","0","28","3487","415","34","33",
"0500000US01105","Perry County, Alabama","9486","*****","9343","129","7986","293","1337","281","199","142","404","174","666","186","68","51","20","25","0","17","0","17","20","25","143","129","85","118","0","17","0","17","0","17","0","17","85","118","0","17","58","54","0","17","21","26","0","17","37","48","0","17","0","17",
"0500000US01107","Pickens County, Alabama","20298","*****","19635","145","14905","400","4565","440","185","86","746","219","3272","365","362","145","165","95","62","64","0","22","103","73","663","145","63","49","8","15","2","4","0","22","0","22","53","50","0","22","600","136","17","20","0","22","0","22","0","22","583","131","0","22",
"0500000US01109","Pike County, Alabama","33403","*****","31968","377","26271","722","5560","601","671","332","851","208","3645","470","393","144","137","72","1","2","0","25","136","72","1435","377","222","118","117","104","75","56","0","25","0","25","30","28","0","25","1213","386","23","32","1080","413","51","78","0","25","38","31","21","36",
"0500000US01111","Randolph County, Alabama","22574","*****","22214","113","14289","512","7845","475","284","147","810","209","6407","515","344","130","80","54","11","20","14","23","55","48","360","113","128","78","14","18","62","53","0","22","0","22","52","44","0","22","232","90","24","20","0","22","0","22","0","22","208","83","0","22",
"0500000US01113","Russell County, Alabama","58213","*****","56732","429","19983","1066","35674","1076","2074","386","2960","526","28607","1131","2033","405","1075","261","331","188","21","31","723","191","1481","429","628","207","166","81","181","79","0","28","18","21","254","156","9","16","853","390","101","81","51","39","119","94","20","29","562","346","0","28",
"0500000US01115","St. Clair County, Alabama","87306","*****","85807","241","67842","1225","17634","1198","1701","358","3712","603","10606","1240","1615","363","331","135","0","28","5","11","326","135","1499","241","613","199","115","78","320","142","0","28","0","28","161","103","17","28","886","342","76","55","292","194","22","38","0","28","496","234","0","28",
"0500000US01117","Shelby County, Alabama","211261","*****","200101","747","135195","1874","62950","1815","6764","679","13160","1062","37782","1393","5244","664","1956","290","309","122","42","41","1605","278","11160","747","4007","384","694","180","1717","282","269","116","15","20","1216","266","96","69","7153","696","613","200","1523","335","173","99","0","28","4685","489","159","73",
"0500000US01119","Sumter County, Alabama","12985","*****","12717","144","8558","481","4091","496","206","109","433","115","3372","510","80","88","68","46","0","19","0","19","68","46","268","144","12","15","0","19","0","19","0","19","0","19","12","15","0","19","256","147","4","8","225","147","0","19","0","19","27","29","0","19",
"0500000US01121","Talladega County, Alabama","80565","*****","79174","275","64970","946","13627","990","1747","464","2716","392","7761","723","1403","346","577","180","157","97","0","28","420","146","1391","275","506","187","171","134","250","98","0","28","0","28","5","12","80","85","885","228","68","48","153","103","30","37","0","28","629","196","5","9",
"0500000US01123","Tallapoosa County, Alabama","40636","*****","40039","81","33308","769","6544","750","587","151","1345","357","4202","542","410","116","187","82","6","9","0","25","181","82","597","81","288","130","9","15","93","38","0","25","0","25","175","118","11","18","309","113","0","25","9","13","0","25","0","25","300","111","0","25",
"0500000US01125","Tuscaloosa County, Alabama","206213","*****","198660","578","151752","1680","45143","1641","5125","553","9592","803","25756","1164","4670","592","1765","345","80","57","60","65","1625","321","7553","578","2434","377","395","158","912","236","108","74","0","28","944","243","75","59","5119","581","509","158","1786","386","248","139","8","12","2495","349","73","62",
"0500000US01127","Walker County, Alabama","64493","*****","63590","162","52034","749","11277","728","655","184","3041","440","6625","606","956","223","279","105","39","44","23","35","217","87","903","162","348","109","41","44","228","75","0","28","0","28","79","75","0","28","555","152","9","14","28","35","0","28","0","28","503","147","15","25",
"0500000US01129","Washington County, Alabama","16643","*****","16468","136","12858","450","3567","450","172","101","416","204","2751","384","228","114","43","32","0","19","0","19","43","32","175","136","114","128","19","32","5","9","0","19","0","19","90","115","0","19","61","56","4","10","57","56","0","19","0","19","0","19","0","19",
"0500000US01131","Wilcox County, Alabama","10809","*****","10751","81","9503","413","1204","338","409","299","134","63","550","109","111","55","44","57","0","19","0","19","44","57","58","81","28","39","0","19","28","39","0","19","0","19","0","19","0","19","30","43","0","19","28","42","0","19","0","19","2","5","0","19",
"0500000US01133","Winston County, Alabama","23875","*****","23616","110","18334","488","5202","495","219","86","1253","240","3257","472","473","166","80","53","0","22","0","22","80","53","259","110","74","57","11","15","8","15","0","22","0","22","55","51","0","22","185","94","0","22","6","7","0","22","0","22","179","92","0","22",
"0500000US02013","Aleutians East Borough, Alaska","3425","*****","2307","239","1502","206","656","84","72","33","97","31","66","27","421","68","149","53","20","24","8","16","121","49","1118","239","303","111","7","6","178","53","49","38","0","9","69","63","0","9","815","165","55","53","519","123","58","63","5","6","178","58","0","9",
"0500000US02016","Aleutians West Census Area, Alaska","5750","*****","3470","136","1041","72","2076","166","191","79","239","70","224","64","1422","153","353","101","4","4","86","35","263","95","2280","136","927","121","25","13","743","102","56","33","3","4","100","33","0","13","1353","130","14","7","1126","121","44","30","46","24","115","44","8","6",
"0500000US02020","Anchorage Municipality, Alaska","296112","*****","264444","1361","109713","1990","145755","2069","16615","779","35473","1536","36940","1730","56727","1660","8976","776","877","292","2339","395","5760","588","31668","1361","19756","1079","2138","375","11646","716","704","281","628","192","3904","581","736","199","11912","1124","1121","219","6326","768","1059","397","725","231","2209","555","472","153",
"0500000US02050","Bethel Census Area, Alaska","18040","*****","17673","121","15808","109","1846","147","330","115","561","133","208","88","747","171","19","20","0","15","14","19","5","5","367","121","171","91","36","45","84","69","0","15","0","15","51","36","0","15","196","96","47","59","109","69","0","15","0","15","40","18","0","15",
"0500000US02060","Bristol Bay Borough, Alaska","890","89","873","87","449","65","410","50","27","14","115","37","80","31","188","51","14","12","0","9","0","9","14","12","17","12","7","11","0","9","0","9","1","3","2","4","4","8","0","9","10","7","4","4","3","4","0","9","0","9","0","9","3","4",
"0500000US02068","Denali Borough, Alaska","2232","380","2005","431","388","172","1498","379","214","98","392","124","338","121","554","254","119","177","0","9","0","9","119","177","227","216","31","31","11","22","8","17","0","9","6","9","0","9","6","8","196","193","78","131","103","84","0","9","0","9","8","17","7","17",
"0500000US02070","Dillingham Census Area, Alaska","4975","*****","4832","95","4009","96","823","66","54","28","252","94","159","104","358","78","0","9","0","9","0","9","0","9","143","95","103","89","8","6","49","35","41","81","0","9","5","8","0","9","40","43","0","9","17","37","0","9","0","9","13","14","10","13",
"0500000US02090","Fairbanks North Star Borough, Alaska","99653","*****","94517","499","32607","1141","58587","1364","7996","713","14460","946","16298","1112","19833","1252","3323","642","668","382","258","172","2397","535","5136","499","2864","390","739","227","1165","227","76","57","8","12","521","210","355","180","2272","340","549","186","968","239","146","128","85","73","296","151","228","121",
"0500000US02100","Haines Borough, Alaska","2518","*****","2353","83","848","216","1365","197","229","92","345","114","68","36","723","182","140","132","0","9","0","9","140","132","165","83","81","66","30","41","12","13","0","9","0","9","6","8","33","51","84","72","20","33","7","10","0","9","4","9","11","33","42","60",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2132","*****","1993","121","1146","113","840","111","73","21","175","45","137","54","455","71","7","6","0","9","0","9","7","6","139","121","48","41","4","6","18","18","17","36","0","9","6","6","3","4","91","109","7","7","29","38","31","52","0","9","24","51","0","9",
"0500000US02110","Juneau City and Borough, Alaska","32330","*****","29446","362","12519","482","16219","457","1897","289","3236","342","2258","330","8828","523","708","223","174","143","13","22","521","161","2884","362","1629","207","223","86","1104","161","33","35","19","19","228","82","22","22","1255","328","130","97","633","195","0","20","87","78","282","158","123","78",
"0500000US02122","Kenai Peninsula Borough, Alaska","58220","*****","56404","264","21630","782","33972","846","3037","368","8950","726","5496","500","16489","856","802","172","49","54","130","120","623","117","1816","264","1086","201","307","124","391","70","12","15","7","6","269","125","100","50","730","161","141","61","332","122","4","8","9","9","198","98","46","32",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13804","*****","12645","88","5835","236","6639","222","448","94","1365","125","977","129","3849","226","171","60","24","23","39","34","108","44","1159","88","680","85","54","34","487","88","14","15","14","15","93","60","18","16","479","86","29","19","358","81","5","7","0","15","63","34","24","17",
"0500000US02150","Kodiak Island Borough, Alaska","13649","*****","11002","217","5324","260","5504","265","882","212","1237","213","1093","259","2292","320","174","82","0","15","6","10","168","83","2647","217","1088","275","68","41","797","236","0","15","0","15","214","109","9","11","1559","327","16","17","1434","317","0","15","0","15","109","68","0","15",
"0500000US02158","Kusilvak Census Area, Alaska","8198","*****","8109","67","7778","100","329","49","65","78","90","66","37","36","137","92","2","6","0","13","0","13","2","6","89","67","11","6","0","13","11","6","0","13","0","13","0","13","0","13","78","67","0","13","21","7","0","13","0","13","57","67","0","13",
"0500000US02164","Lake and Peninsula Borough, Alaska","1375","380","1336","373","1000","280","329","113","28","14","138","69","16","10","147","57","7","7","0","9","2","5","5","5","39","35","22","21","1","3","8","7","1","2","0","9","12","18","0","9","17","27","0","9","16","26","0","9","0","9","0","9","1","2",
